id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated,famous_rank,recent_rank,place_kakao_url,audience_acc,award,evidence_url_1,evidence_url_2,evidence_summary,source_quality,codex_notes,codex_status
st_20288,7번방의 선물,Miracle in Cell No.7,movie,류승룡;박신혜;갈소원;오달수;박원상,홍제동 개미마을,마을·골목,서울 서대문구 세검정로4길 100-58 일대,37.590673,126.952469,,https://map.naver.com/p/search/%ED%99%8D%EC%A0%9C%EB%8F%99%20%EA%B0%9C%EB%AF%B8%EB%A7%88%EC%9D%84,"영화 도입부에서 용구가 출근길에 딸 예승과 인사하고, 이후 예승이 돌아오지 않는 아빠를 기다리는 장면.",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=ce770bad-d04a-4ca0-972a-1ead5380d937,2026-07-30,,,,,,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=ce770bad-d04a-4ca0-972a-1ead5380d937,https://tongblog.sdm.go.kr/3955,"한국관광공사가 동래슈퍼 앞 삼거리와 버스정류장에서 촬영된 부녀의 아침 인사·기다림 장면을 상세히 설명하고, 서대문구가 개미마을의 대표 주소를 제공한다.",A+B,"좌표는 개미마을 대표 지점이며, 기사에 나온 옛 동래슈퍼 앞 삼거리의 출입구 단위 좌표는 아니다.",verified
st_20289,범죄도시2,The Roundup,movie,마동석;손석구;최귀화;박지환;허동원,월곡마트,마트,광주 광산구 사암로279번길 17,35.169250,126.807960,,https://map.naver.com/p/search/%EC%9B%94%EA%B3%A1%EB%A7%88%ED%8A%B8,영화 초반 마석도가 마트 뒷문으로 들어가 흉기 인질범을 단숨에 제압하는 장면.,https://news.ikbc.co.kr/article/view/kbc202206100015,2026-07-30,,,,,,https://news.ikbc.co.kr/article/view/kbc202206100015,https://mapcarta.com/N368676004,"KBC광주방송이 인질범 제압 장면과 월곡마트를 직접 대응해 설명하고, 공개 지도 자료로 주소 인근 좌표를 확인했다.",C+D,,verified
st_20290,범죄도시2,The Roundup,movie,마동석;손석구;최귀화;박지환;허동원,국빈장례문화원,장례식장,광주 서구 회재로 825,35.118926,126.855572,,https://map.naver.com/p/search/%EA%B5%AD%EB%B9%88%EC%9E%A5%EB%A1%80%EB%AC%B8%ED%99%94%EC%9B%90,"강해상이 최용기의 빈소에서 최춘백 회장을 납치하고, 금천서 형사들이 쌍둥이 청부업자들과 몸싸움을 벌이는 장면.",https://news.ikbc.co.kr/article/view/kbc202206100015,2026-07-30,,,,,,https://news.ikbc.co.kr/article/view/kbc202206100015,https://findby.co.kr/details/62070-122403000074-st-6a4c2a5667acb17848dab114,"KBC광주방송이 납치와 형사들의 몸싸움 장면을 국빈장례문화원 촬영으로 명시하고, 도로명주소 자료로 현행 주소와 좌표를 확인했다.",C+D,,verified
st_20291,범죄도시2,The Roundup,movie,마동석;손석구;최귀화;박지환;허동원,광주역,기차역·도로,광주 북구 무등로 235 일대,35.165387,126.909276,,https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EC%97%AD,최춘백의 몸값을 노리는 쌍둥이 청부업자들을 금천서 형사들이 광주역 일대 도로에서 추격하는 장면.,https://news.ikbc.co.kr/article/view/kbc202206100015,2026-07-30,,,,,,https://news.ikbc.co.kr/article/view/kbc202206100015,https://www.yna.co.kr/view/AKR20200522123700054,"KBC광주방송이 광주역·NC백화점 일대 추격 장면을 설명하고, 연합뉴스가 촬영 당시 광주역~NC백화점 구간의 교통 통제와 촬영 범위를 확인한다.",C+C,좌표는 광주역 건물 대표점이며 실제 촬영은 역 앞 도로와 NC백화점 방향 구간에 걸쳐 있다.,verified
st_20292,범죄도시2,The Roundup,movie,마동석;손석구;최귀화;박지환;허동원,NC백화점 광주역점,백화점,광주 북구 경열로 249,35.161595,126.907136,,https://map.naver.com/p/search/NC%EB%B0%B1%ED%99%94%EC%A0%90%20%EA%B4%91%EC%A3%BC%EC%97%AD%EC%A0%90,최춘백의 아내가 쌍둥이 청부업자들을 피해 백화점 1층 매장 안으로 달아나는 장면.,https://news.ikbc.co.kr/article/view/kbc202206100015,2026-07-30,,,,,,https://news.ikbc.co.kr/article/view/kbc202206100015,https://data.visitkorea.or.kr/resource/2914185,"KBC광주방송이 최춘백의 아내가 청부업자들을 피해 NC백화점 1층으로 달아나는 장면을 명시하고, 한국관광공사가 주소와 좌표를 제공한다.",C+A,기사에서 에스컬레이터 액션은 다른 지역 촬영이라고 명시하므로 이 행에는 1층 매장 도주 장면만 기록했다.,verified
st_20293,"광해, 왕이 된 남자",Masquerade,movie,이병헌;류승룡;한효주;장광;김인권,안동고택 이상루,고택·재사,경북 안동시 서후면 풍산태사로 3193-6,36.634748,128.678495,,https://map.naver.com/p/search/%EC%95%88%EB%8F%99%EA%B3%A0%ED%83%9D%20%EC%9D%B4%EC%83%81%EB%A3%A8,광해가 탈을 쓰고 사람들과 어울려 노는 장면.,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=38fd3d19-8fe1-4546-a1d0-53f669d063b9,2026-07-30,,,,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=38fd3d19-8fe1-4546-a1d0-53f669d063b9,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=65407,"한국관광공사가 광해가 탈을 쓰고 노는 장면의 촬영지를 안동고택 이상루로 설명하고, 별도 관광공사 페이지가 현행 주소를 확인한다.",A+A,숙박 시설로 운영되는 고택이므로 방문·관람 가능 여부는 사전에 확인해야 한다.,verified
st_20294,신과함께-인과 연,Along with the Gods: The Last 49 Days,movie,하정우;주지훈;김향기;마동석;김동욱,문경새재 오픈세트장,사극 촬영세트장,경북 문경시 문경읍 새재로 932,36.771590,128.074080,,https://map.naver.com/p/search/%EB%AC%B8%EA%B2%BD%EC%83%88%EC%9E%AC%20%EC%98%A4%ED%94%88%EC%84%B8%ED%8A%B8%EC%9E%A5,강림과 해원맥·덕춘의 천 년 전 고려시대 인연이 드러나는 과거 사극 장면군.,https://www.cinematheque.co.kr/cine/20186202,2026-07-30,,,,,,https://www.cinematheque.co.kr/cine/20186202,https://isplus.com/article/view/isp201808090227,"영화 촬영 협조 자료에 문경새재 오픈세트장이 등재되어 있고, 하정우 인터뷰가 문경에서 강림의 천 년 전 사극 장면을 촬영했다고 확인한다.",C+C,자료가 문경 촬영과 과거 사극 장면군까지는 확인하지만 세트장 내부의 정확한 건물·컷은 특정하지 않아 장면군으로 기록했다.,verified
st_20295,파묘,Exhuma,movie,최민식;김고은;유해진;이도현;김재철,기장 도예관광 힐링촌,관광단지·철거된 오픈세트 부지,부산 기장군 장안읍 장안로 211 일대,35.357898,129.250241,,https://map.naver.com/p/search/%EA%B8%B0%EC%9E%A5%20%EB%8F%84%EC%98%88%EA%B4%80%EA%B4%91%20%ED%9E%90%EB%A7%81%EC%B4%8C,화림 일행이 의뢰받아 파묘하고 대살굿을 벌이는 문중산 묫자리 장면.,https://www.harpersbazaar.co.kr/article/1861948,2026-07-30,,,,,,https://www.harpersbazaar.co.kr/article/1861948,https://www.gijang.go.kr/tour/index.gijang?menuCd=DOM_000000306003002000,"하퍼스 바자가 부산영상위원회 담당자 취재를 바탕으로 문중산 묫자리와 대살굿의 700여 평 오픈세트를 기장 도예관광 힐링촌에 조성했다고 설명하고, 기장군이 관광단지의 현행 대표 위치를 제공한다.",C+A,"영화용 묫자리 세트는 촬영 뒤 원상 복구되어 남아 있지 않으며, 좌표는 넓은 관광단지의 대표 시설인 안데르센극장 기준이다.",verified
st_20296,파묘,Exhuma,movie,최민식;김고은;유해진;이도현;김재철,아홉산숲,사유림·관광지,부산 기장군 철마면 미동길 37-1,35.287115,129.171506,,https://map.naver.com/p/search/%EC%95%84%ED%99%89%EC%82%B0%EC%88%B2,상덕·영근·화림·봉길이 여우가 출몰하는 산길을 지나 묫자리로 올라가는 장면 일부.,https://koreajoongangdaily.joins.com/news/2024-03-22/national/kcampus/4-Exhuma-filming-locations-we-think-youll-dig/2008837,2026-07-30,,,,,,https://koreajoongangdaily.joins.com/news/2024-03-22/national/kcampus/4-Exhuma-filming-locations-we-think-youll-dig/2008837,https://french.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=15619,"코리아중앙데일리가 일행이 묫자리로 향하는 산길 장면의 일부를 아홉산숲에서 촬영했다고 설명하고, 한국관광공사가 주소와 시설 정보를 제공한다.",C+A,산길 장면은 불광산 등 여러 숲의 촬영분을 편집해 하나의 공간처럼 구성했으므로 아홉산숲 촬영분으로 범위를 한정했다.,verified
st_20297,파묘,Exhuma,movie,최민식;김고은;유해진;이도현;김재철,담양 경상리 느티나무,시도자연유산·당산나무,전남 담양군 가사문학면 경상리 400,,,,https://map.naver.com/p/search/%EB%8B%B4%EC%96%91%20%EA%B2%BD%EC%83%81%EB%A6%AC%20%EB%8A%90%ED%8B%B0%EB%82%98%EB%AC%B4,"마지막 대결에서 화림이 오니를 은어와 투구로 유인해 당산나무를 사이에 두고 맞서고, 화림의 몸주신 할머니가 나타나는 장면.",https://www.harpersbazaar.co.kr/article/1861948,2026-07-30,,,,,,https://www.harpersbazaar.co.kr/article/1861948,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaCpno=2333601410000&pageNo=1_1_1_1&sngl=Y,"하퍼스 바자가 오니와 화림·몸주신이 대치하는 당산나무 장면을 담양 경상리 느티나무로 설명하고, 국가유산포털이 지번과 관리 주체를 확인한다.",C+A,공식 지번은 확인했지만 신뢰할 수 있는 점 좌표를 추가 확보하지 못해 위·경도는 비워 두었다.,verified
st_20298,부산행,TRAIN TO BUSAN,movie,공유;정유미;마동석;김수안;최우식,부전역,기차역,부산 부산진구 부전로 181,35.164632,129.060161,,https://map.naver.com/p/search/%EB%B6%80%EC%A0%84%EC%97%AD,"열차에서 내린 승객들이 감염된 좀비들과 대치하고, 대합실로 몰려든 좀비를 피해 달아나며, 좀비들이 역사 창문을 깨고 달리는 열차 위로 뛰어드는 장면.",https://www.busan.go.kr/news/totalnews01/view?dataNo=58142&gugun=Prev,2026-07-30,,,,,,https://www.busan.go.kr/news/totalnews01/view?dataNo=58142&gugun=Prev,https://rail.blue/railroad/logis/stationinfo.aspx?id=4800953,"부산시가 부전역에서 촬영한 승객·좀비 대치, 대합실 도주, 열차 위 추격 장면을 구체적으로 설명하고, 철도 역 정보 자료로 주소와 대표 좌표를 확인했다.",A+D,"영화 속 대전역 구간을 포함한 장면이 부전역 촬영분으로 구성되었으며, 한 행에 동일 역사의 장면군을 묶었다.",verified
st_20299,부산행,TRAIN TO BUSAN,movie,공유;정유미;마동석;김수안;최우식,부산철도차량정비단 일반기지,철도차량 정비기지,부산 부산진구 신천대로 145,,,,https://map.naver.com/p/search/%EB%B6%80%EC%82%B0%EC%B2%A0%EB%8F%84%EC%B0%A8%EB%9F%89%EC%A0%95%EB%B9%84%EB%8B%A8%20%EC%9D%BC%EB%B0%98%EA%B8%B0%EC%A7%80,KTX·무궁화호·새마을호·화물열차가 뒤엉킨 복잡한 선로에서 승객들과 좀비들이 서로 쫓고 쫓기며 사투를 벌이는 장면.,https://www.busan.go.kr/news/totalnews01/view?dataNo=58142&gugun=Prev,2026-07-30,,,,,,https://www.busan.go.kr/news/totalnews01/view?dataNo=58142&gugun=Prev,https://info.korail.com/info/selectBbsNttView.do?bbsNo=200&key=910&nttNo=20133,"부산시가 여러 열차와 승객·좀비가 뒤엉켜 사투를 벌이는 장면의 촬영지를 부산철도차량정비단으로 명시하고, 한국철도공사가 일반기지 소재지를 확인한다.",A+A,보안·업무 시설로 일반 관광 방문지는 아니다. 일반기지의 공식 주소는 확인했지만 신뢰 가능한 대표점 좌표는 확보하지 못해 위·경도를 비웠다.,verified
st_20300,해운대,Haeundae,movie,설경구;하지원;박중훈;엄정화;이민기,해운대시장,전통시장·도로,부산 해운대구 중동1로 42-16 일대,35.161513,129.162741,,https://map.naver.com/p/search/%ED%95%B4%EC%9A%B4%EB%8C%80%EC%8B%9C%EC%9E%A5,만식과 연희를 비롯한 사람들이 쓰나미를 피해 해운대시장 앞 도로를 혼비백산 달아나는 장면.,https://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0500&key=20090720.22019200417,2026-07-30,,,,,,https://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0500&key=20090720.22019200417,https://data.visitkorea.or.kr/linkedview/995455,"국제신문이 만식과 연희가 쓰나미를 피해 달리는 장면을 해운대시장 앞 도로에서 실사 촬영했다고 설명하고, 한국관광공사가 시장의 현행 주소와 대표 좌표를 제공한다.",C+A,좌표는 시장 대표점이며 실제 촬영은 시장 앞 도로에 설치한 50m 길이 수조 세트 구간에서 이뤄졌다.,verified
st_20301,해운대,Haeundae,movie,설경구;하지원;박중훈;엄정화;이민기,광안대교,해상교량,부산 수영구 남천동 49호광장~해운대구 우동 센텀시티,35.144028,129.130139,,https://map.naver.com/p/search/%EA%B4%91%EC%95%88%EB%8C%80%EA%B5%90,동춘이 쓰나미와 하늘에서 떨어지는 컨테이너를 피해 광안대교 위를 아슬아슬하게 달리는 장면.,https://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0500&key=20090720.22019200417,2026-07-30,,,,,,https://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0500&key=20090720.22019200417,https://www.busan.go.kr/PageDownload.do?savename=s19-12.pdf,"국제신문이 동춘의 쓰나미·낙하 컨테이너 회피 장면을 광안대교 통제 촬영분으로 설명하고, 부산시 보건환경연구원 자료의 양쪽 주교각 좌표로 교량 대표점을 확인했다.",C+A,"위·경도는 부산시 자료에 수록된 두 주교각 좌표의 산술 중간점으로, 선형 시설인 광안대교의 대표점이다. 정확한 촬영 차로·지점은 특정하지 않는다.",verified
st_20302,해운대,Haeundae,movie,설경구;하지원;박중훈;엄정화;이민기,해운대해수욕장,해수욕장,부산 해운대구 해운대해변로 264,35.159124,129.160308,,https://map.naver.com/p/search/%ED%95%B4%EC%9A%B4%EB%8C%80%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5,파라솔이 가득한 백사장과 수십만 피서객으로 붐비는 해운대의 여름 전경 장면.,https://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0500&key=20090720.22019200417,2026-07-30,,,,,,https://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0500&key=20090720.22019200417,https://data.visitkorea.or.kr/linkedview/126081,"국제신문이 파라솔과 피서 인파로 가득한 백사장 전경을 인근 호텔 옥상에서 촬영했다고 설명하고, 한국관광공사가 해운대해수욕장의 주소와 대표 좌표를 제공한다.",C+A,배우의 특정 행동 장면이 아니라 해운대의 규모와 일상을 보여 주는 장소 설정·전경 장면이다.,verified
st_20303,실미도,Silmido,movie,설경구;안성기;허준호;정재영;임경호,실미도,무인도·철거된 영화세트 부지,인천 영종구 무의동 실미도,37.404167,126.390278,,https://map.naver.com/p/search/%EC%8B%A4%EB%AF%B8%EB%8F%84,684부대원들의 섬 생활과 혹독한 훈련을 재현한 해안·부대 세트 장면 일부.,https://www.seoul.co.kr/news/2004/01/16/20040116027001,2026-07-30,,,,,,https://www.sumtoday.co.kr/article/view/isl202004280001,https://aim.koca.go.kr/eaipPub/Package/2026-01-08/pdf/AIP%20AMDT%201_26.pdf,"서울신문이 실미도에 영화 세트가 있었음을 기록하고 섬 전문 매체가 실제 섬에서는 일부 장면만 촬영했음을 명시하며, 항공정보간행물이 실미도의 공식 보고지점 좌표를 제공한다.",C+C+A,"영화 전체의 섬 장면이 실미도에서 촬영된 것은 아니다. 강원·부산·부안·제주·파주와 해외 로케이션이 함께 사용됐고, 현재 영화 세트는 철거됐다. 공개 자료가 실미도 촬영분의 정확한 컷을 분리하지 않아 장면군으로 기록했다.",verified
st_20304,범죄도시3,THE ROUNDUP : NO WAY OUT,movie,마동석;이준혁;아오키 무네타카;김병탁;이범수,김포 아라마리나,마리나·요트 선착장,경기 김포시 고촌읍 아라육로270번길 73,37.599350,126.789171,,https://map.naver.com/p/search/%EA%B9%80%ED%8F%AC%20%EC%95%84%EB%9D%BC%EB%A7%88%EB%A6%AC%EB%82%98,마석도가 정박한 배 위에서 야쿠자 조직원들과 격투를 벌이는 주요 액션 장면.,https://gnews.gg.go.kr/news/news_detail.do?number=202407301449479017C094&s_code=C094,2026-07-30,,,,,,https://gnews.gg.go.kr/news/news_detail.do?number=202407301449479017C094&s_code=C094,https://data.visitkorea.or.kr/linkedview/2654544,"경기도가 범죄도시3의 배 위 격투 장면을 아라마리나에 정박한 배에서 촬영했다고 설명하고, 한국관광공사가 마리나 시설의 주소와 대표 좌표를 제공한다.",A+A,좌표는 아라마리나 해양아카데미 대표점이며 실제 촬영 선박의 당시 계류 선석은 공개 자료에서 특정되지 않는다.,verified
