id,title,place_name,place_address,place_latitude,place_longitude,scene_description,빈칸목록
st_15334,이태원 클라쓰,놀이터(창의어린이공원),서울 용산구 회나무로6길 11-8,37.538406,126.989035,9회에서 박새로이(박서준)의 두 번째 식당과 같은 거리에 위치하도록 만들어진 '마루당 식당'으로 등장한다.,네이버URL
st_15335,이태원 클라쓰,단밤회식장소(더부스 광화문),서울 종로구 청계천로 11,37.569484,126.978868,이태원클라쓰 속 술집 장면 촬영지로 알려진 더부스 광화문점이다.,네이버URL
st_20821,이태원 클라쓰,1기 단밤(언덕집소곱창),서울 용산구 녹사평대로 40길 57,37.534472389975,126.988995163791,박새로이와 창립 멤버들이 첫 번째 포차 '단밤'을 함께 일구는 장면의 실제 촬영지,네이버URL
st_20822,이태원 클라쓰,클리프 서울(2기 단밤),서울 용산구 신흥로20길 43,37.547398201331,126.984057964952,"해방촌으로 이전한 두 번째 '단밤' 포차, 루프탑에서 서울 야경을 내려다보는 장면",네이버URL
st_20823,이태원 클라쓰,게우지코지,제주 서귀포시 보목포로 46,33.2392180366622,126.606761567165,조이서가 제주도에 왔을 때 이곳 카페에서 커피를 마시는 장면,네이버URL
st_20824,이태원 클라쓰,만만코로코로(장가포차),서울 마포구 양화로16길 34,37.5528878290259,126.921357057691,극 중 경쟁사 장가포차의 화려한 매장으로 등장하는 장면,네이버URL
st_20825,이태원 클라쓰,한옥카페 선운각,서울 강북구 삼양로173길 223,37.655515620157,126.998708547527,,장면설명
st_20828,이태원 클라쓰,쌍대포소금구이,서울 용산구 청파로 291,37.5455836506879,126.970011767483,,장면설명
st_20829,이태원 클라쓰,예빈산,경기 남양주시 와부읍 팔당리,37.5501588054454,127.252969637051,,장면설명
st_20830,이태원 클라쓰,용산구청,서울 용산구 녹사평대로 150,37.5324522944579,126.990478820837,,장면설명
st_20831,이태원 클라쓰,장자호수공원,경기 구리시 교문동 537,37.5825384280394,127.138798048409,,장면설명
st_20832,이태원 클라쓰,삼성역 캐논코리아,서울 강남구 테헤란로 607,37.5095109420719,127.064001573733,,장면설명
mv_6958_03,케이팝 데몬 헌터스,낙산공원,서울 종로구 낙산길 41,37.58056966858,127.007521763748,극 중 루미와 진우가 한양도성 성곽길 야경을 배경으로 로맨틱한 대화를 나누는 장면의 배경,네이버URL
mv_6958_04,케이팝 데몬 헌터스,코엑스 K팝 스퀘어,서울 강남구 영동대로 513,37.511824182641504,127.05915859162609,극 중 헌트릭스의 신곡 'Golden' 뮤직비디오가 대형 3D 전광판에 최초 공개되는 장면의 배경,네이버URL
mv_6958_06,케이팝 데몬 헌터스,뚝섬한강공원,서울 광진구 자양동 427-6,37.5292974433415,127.06892112991,극 중 헌트릭스가 청담대교 전투에 이어 한강공원 일대에서 악령과 싸우는 전투 장면의 배경,네이버URL
mv_6958_07,케이팝 데몬 헌터스,자양역,서울 광진구 능동로 10,37.53155927720518,127.06679509976304,극 중 청담대교 전투 후 헌트릭스가 내리는 역으로 작중 '섬유원지역'이라는 이름으로 등장,네이버URL
mv_6958_12,케이팝 데몬 헌터스,삼청동거리,서울 종로구 팔판동 67-1,37.5820641053666,126.981482777468,북촌 인근 전통 거리로 극 중 배경으로 등장한 뒤 더욱 주목받게 된 곳,네이버URL
