id,정정명칭,naver_place_url,lat,lng,scene_description,source_url,비고
st_04235,장군복싱클럽,,36.598650,128.203010,3화에서 퀸즈 복싱 체육관 배경으로 등장한 문경 장군복싱클럽,,빈칸목록에 장소사진만 있어 작업 대상 아님
st_04236,엘포리글램핑,https://map.naver.com/p/entry/place/35887230,36.049141,129.198911,5~6화 등에서 현우 친구들의 캠핑장으로 등장한 포항 엘포리캠핑장,https://map.naver.com/p/entry/place/35887230,캠핑장→글램핑장으로 명칭 변경 확인(주소 학야길215번길 49 완전 일치)
st_04239,Neptunbrunnen(넵튠 분수),,52.519595,13.406843,분수를 배경으로 두 사람이 키스를 나누는 장면을 촬영한 곳,https://www.berlin.de/en/attractions-and-sights/3559946-3104052-neptunbrunnen.en.html,"""Fonte de Neptuno""는 오기, 정식명은 Neptunbrunnen. 베를린 로텐라트하우스 인근. 해외(독일) 소재로 네이버 지도 미등록"
st_04240,TAOASIS Botanischer Duftgarten,,51.976018,8.826486,고요하고 낭만적인 분위기의 장면을 촬영한 식물원,https://www.sprachcaffe.com/korean/magazine-article/눈물의-여왕에서-나오는-독일-촬영지-5가지.htm,"입력 주소(Lage시)는 베를린과 지리적으로 떨어져 있으나 검색 결과 TAOASIS Botanischer Duftgarten(라벤더밭, 허니문 플래시백 장면)으로 실제 촬영지 확인됨. 해외(독일) 소재로 네이버 지도 미등록"
st_04241,Schloss Sanssouci(상수시궁전),,52.404347,13.039297,"3화, 6화 등에서 현우와 해인이 행복하게 거닐고, 훗날 현우가 홀로 찾아와 해인을 그리워하는 장면",https://korea88.onemorepower.com/entry/눈물의-여왕-16화-최종회-엔딩-촬영지-독일-상수시-궁전,"3,6화 장면 외 16화 최종회 엔딩 장면도 동일 장소에서 촬영 확인. 해외(독일) 소재로 네이버 지도 미등록"
st_04242,Charité Campus Benjamin Franklin,,52.441908,13.320544,홍해인이 병을 치료하기 위해 방문한 독일 베를린의 병원 장면,https://ko.wikipedia.org/wiki/샤리테,실제 병원 촬영지로 확인. 해외(독일) 소재로 네이버 지도 미등록
st_04243,Berliner Dom(베를린 돔),,52.519082,13.401094,6화에서 홍해인이 병을 낫게 해달라고 간절히 기도를 올리는 장면,https://www.gukjenews.com/news/articleView.html?idxno=2951985,6화 기도 장면 촬영지로 확인. 해외(독일) 소재로 네이버 지도 미등록
st_04246,Eiserner Steg(아이젤너 다리),,50.108084,8.682128,6화에서 신혼여행 때 걸어두었던 사랑의 자물쇠를 찾기 위해 다시 방문하는 장면,https://m.dcinside.com/mini/queens/57463,"프랑크푸르트 마인강 위 보행자 철교, 사랑의 자물쇠 명소로 촬영지 확인. 해외(독일) 소재로 네이버 지도 미등록"
st_04247,아이젤너 다리 앞,,50.109285,8.681527,6화에서 신혼여행 때 걸어두었던 사랑의 자물쇠를 찾기 위해 다시 방문하는 장면,https://m.dcinside.com/mini/queens/57463,st_04246과 동일한 아이젤너 다리의 반대편(알트슈타트/마인카이 북단) 진입부로 추정. 해외(독일) 소재로 네이버 지도 미등록
st_04249,Meral Imbiss,,50.105566,8.678797,6화 등에서 해인이 줄 서서 산 케밥을 결국 맛보지 못하는 장면이 촬영된 프랑크푸르트 Meral Imbiss,https://www.sprachcaffe.com/korean/magazine-article/눈물의-여왕에서-나오는-독일-촬영지-5가지.htm,해외(독일) 소재로 네이버 지도 미등록. 좌표는 OSM Nominatim 건물 포인트(Schaumainkai 35) 기준
st_04250,Bahnhof Nikolassee(니콜라쎄역),,52.432055,13.193160,외국인에게 플러팅 당하는 백현우를 보고 유부남이니 가라며 쏘아붙이는 홍해인이 등장한 니콜라쎄 역,https://www.visitberlin.de/en/blog/queen-tears-filming-locations-berlin,해외(독일) 소재로 네이버 지도 미등록. 원 데이터의 place_name/주소가 부실해 S반 니콜라쎄 역(Bahnhof Nikolassee) 철도역 건물 좌표로 특정함
st_04251,L'Osteria Potsdam,,52.394379,13.061848,현우가 해인을 살뜰히 챙기며 입을 닦아주는 강변 레스토랑으로 등장한 포츠담 L'Osteria,https://www.preview.ph/culture/travel/queen-of-tears-germany-filming-locations-a5158-20240408,"해외(독일) 소재로 네이버 지도 미등록. 원 place_name ""Nervenzentrum Potsdam""은 오류로 판단, 주소로 L'Osteria 포츠담 지점을 OSM에서 정확히 매칭"
st_04258,Wochenmarkt Winterfeldtplatz,,52.496529,13.354365,6화에서 백현우가 홍해인을 위해 네잎클로버를 모두 사는 장면이 촬영된 베를린 주간시장,https://enews.imbc.com/News/RetrieveNewsInfo/422316,해외(독일) 소재로 네이버 지도 미등록. iMBC 기사에 따르면 실제로는 네잎클로버 상점이 존재하지 않음(시장 자체가 촬영 배경)
st_04260,Hotel de Rome (Rooftop Terrace),,52.515791,13.394067,현우와 해인이 독일에서 머물렀던 숙소의 루프탑 장면을 촬영한 곳,https://www.visitberlin.de/en/blog/queen-tears-filming-locations-berlin,해외(독일) 소재로 네이버 지도 미등록. 좌표는 호텔 건물 포인트
st_04261,Oberbaumbrücke,,52.501729,13.445731,밤에 조명이 밝혀진 철제 다리를 산책하는 낭만적인 장면을 촬영한 곳,,"해외(독일) 소재로 네이버 지도 미등록. 이 드라마의 촬영지로 오버바움 다리를 명시한 신뢰 출처를 찾지 못함 — 다수 매체는 ""철제 다리 야간 산책"" 장면을 프랑크푸르트 Eiserner Steg로 보도, 혼동 가능성 있어 확인 필요"
st_04263,James-Simon-Park,,52.521726,13.400825,해인과 현우의 신혼여행 장면에 잠깐 등장한 것으로 알려진 James-Simon-Park,https://www.visitberlin.de/en/blog/queen-tears-filming-locations-berlin,해외(독일) 소재로 네이버 지도 미등록
st_04264,"Charité – Universitätsmedizin Berlin, Campus Mitte",,52.525852,13.377758,15~16화에서 해인이 수술받는 독일 병원으로 등장한 샤리테병원,https://www.visitberlin.de/en/blog/queen-tears-filming-locations-berlin,"해외(독일) 소재로 네이버 지도 미등록. 주소(Charitépl. 1) 기준 Campus Mitte로 지오코딩했으나, 일부 매체는 실제 수술 장면을 Campus Benjamin Franklin(st_04242)으로 지목 — 캠퍼스 확인 필요"
st_04266,Dircksenstraße 136-132,,52.517041,13.416324,15~16화에서 자동차 사고와 자전거 사탕수레 장면이 촬영된 디르크센 슈트라세 사거리,,"해외(독일) 소재로 네이버 지도 미등록. 지번 단위 지오코딩 결과가 없어 도로 구간 중심점으로 근사(정밀도 낮음). 이 드라마 촬영지로 명시한 출처를 찾지 못함, 확인 필요"
st_20355,BBM야구장,https://map.naver.com/p/entry/place/1766446782,37.5421127466826,126.971532239389,2화에서 현우가 스트레스를 풀러 야구 배팅연습장을 찾는 장면이 나온다,https://blog.naver.com/hs21589/223587825477;https://map.naver.com/p/entry/place/1766446782,주소 완전 일치(한강대로81길 32)로 확인
st_20356,용연리마을(용두리),https://map.naver.com/p/entry/place/15394348,36.7772112014644,128.174225238258,백현우 고향 용두리 마을의 실제 배경으로 정자와 돌담길이 극중 모습 그대로 남아있다,https://blog.naver.com/key__pic/223412215746,"네이버 등록 플레이스 '용연리마을회관'(카테고리: 마을회관, 도로명주소 용연길 97-6)과 입력 주소·좌표 사실상 일치하여 대표 URL로 확정"
st_20357,문경철로자전거 구랑리역,,36.66098884453637,128.09932042498332,13화에서 현우와 해인이 레일바이크를 타며 서로의 마음을 고백하는 장면이 촬영됐다,,빈칸목록에 장소사진만 있어 작업 대상 아님
st_20358,가람마루 전망대(건지마을 전망대),,37.00885851709,127.991836410816,12화에서 남한강의 S자 물줄기를 배경으로 두 번째 프러포즈 장면이 촬영됐다,https://www.goodmorningcc.com/news/articleView.html?idxno=308189;https://www.ccdailynews.com/news/articleView.html?idxno=2268584,"도로변 비공식 전망 포인트로 추정, 네이버 지도에 해당 명칭으로 등록된 장소 없음"
st_20359,문경새재도립공원,,36.7619075850083,128.07668565475,,,"근거 부족으로 장면설명 미기입: 문경 촬영지 목록에 이름만 병기될 뿐, 구체적 회차·장면을 명시한 신뢰 출처를 찾지 못함"
st_20360,봉천사,,36.6296057601921,128.227393139077,,,근거 부족으로 장면설명 미기입: 촬영지라는 구체적 회차·장면 근거를 신뢰 출처에서 찾지 못함(벌개미취 명소 소개 글에서만 확인)
