id,정정명칭,naver_place_url,lat,lng,scene_description,source_url,비고
st_05211,,,37.478638,126.650812,,https://ififollowme.blogspot.com/2018/03/bluebird-piano-academy.html,"원문에 ""(철거)""로 명시된 철거 장소. 주소(인중로716번길 6) 확정. place ID 없어 URL 미기재. 좌표는 스트리트뷰 근사치"
st_05213,인천광역시의료원,https://map.naver.com/p/entry/place/12176412,,,,https://map.naver.com/p/api/place/summary/12176412 (주소 인천 제물포구 방축로 217 완전 일치),"횡단보도 자체는 개별 place가 아니므로 바로 앞 랜드마크인 인천광역시의료원(인천의료원) place ID 기재. 도로명주소가 방축로 217로 원 주소와 완전 일치, 좌표(37.4787429,126.66875)도 기존 좌표와 거의 동일"
st_05214,인천스타트업파크(구 투모로우시티),https://map.naver.com/p/entry/place/16634389,,,,https://www.donga.com/news/article/all/20200225/99875700/1; https://map.naver.com/p/api/place/summary/16634389,"2020년경 ""투모로우시티""가 창업 지원 공간으로 리브랜딩되어 현재 ""인천스타트업파크""로 운영 중. 주소(컨벤시아대로 204) 완전 일치"
st_05220,한샘마트(구 홈누리마트 부개점 추정),https://map.naver.com/p/entry/place/1948536664,37.4914328,126.7397043,,https://search.naver.com/search.naver?query=수변로57번길 9; https://ififollowme.blogspot.com/2017/11/home-nuri-mart.html; https://map.naver.com/p/api/place/summary/1948536664,"도로명주소 DB상 ""수변로57번길 9""가 지번 부개동 513, (홈누리마트) 로 등록되어 있고, 현재 부개동 513에는 ""한샘마트""가 영업 중(같은 지번, 도로명 상세번지는 21로 다름 - 같은 건물단지 내 다른 출입구 추정). 완전한 동일업체 확정은 아님"
st_05253,창신동달커피,https://map.naver.com/p/entry/place/1393350137,,,,https://map.naver.com/p/entry/place/1393350137,"도로명주소(창신6가길 48)·좌표(37.5761,127.0128) 사실상 일치 확인. 정식 상호는 창신동달커피"
st_05255,,,,,,,개인 사유 골목(지번 23-407)으로 특정 상호 없음. 네이버 검색/블로그로 정확한 랜드마크를 찾지 못해 빈칸 처리(주변에 카페 낙타 등 일반 상점 있으나 이 지번과 직접 매칭 안 됨)
st_05256,,,,,,,써니(유인나) 개인 소유 주택으로 정확한 주소 비공개(era0823 블로그 '개인 소유의 집이라 정확한 주소는 나와있지 않다' 확인). 상호/네이버플레이스 없음
st_05257,할리스 청계천점(구 BBQ 종로관철점 자리),https://map.naver.com/p/entry/place/1745656613,,,,https://map.naver.com/p/entry/place/1745656613,"원 촬영지 BBQ 프리미엄카페 종로관철점(주소: 청계천로81/관철동11-5, inspireyou7 블로그로 확인)은 네이버플레이스에서 사라짐(폐업 추정). 동일 도로명주소에 현재 할리스커피 청계천점이 영업 중"
st_05258,갤러리1,https://map.naver.com/p/entry/place/1794735523,,,,https://map.naver.com/p/entry/place/1794735523,도로명주소(팔판길 1-12)·좌표 거의 일치. 정식명은 갤러리1이며 방영 당시 '갤러리원'으로 소개된 것으로 추정
st_05260,,https://map.naver.com/p/entry/place/980043048,,,,https://map.naver.com/p/entry/place/980043048,네이버지도에 '드라마[도깨비]촬영지'(카테고리: 촬영장소)로 별도 등록된 지점 발견. 주소(덕수궁길 116) 완전 일치
st_20429,,https://map.naver.com/p/entry/place/18834131,,,,https://map.naver.com/p/entry/place/18834131,"'일감호'로 등록된 건국대 캠퍼스 내 저수지. 도로명주소(능동로 120 건국대학교) 일치, 좌표는 호수 반대편이라 약 300m 차이"
st_20431,삼청동문화거리,https://map.naver.com/p/entry/place/18671005,,,,https://map.naver.com/p/entry/place/18671005,"정식명은 삼청동문화거리(주소: 팔판동), 좌표 거의 일치. 인근 '삼청동길'(place 13513604, 삼청로156)은 좌표가 약 900m 멀어 제외"
st_20432,,,,,16화(마지막회)에서 30년 후 형사가 된 왕여와 여배우가 된 써니의 재회를 김신이 지켜보는 장면,https://blog.naver.com/hs21589/220938465414,신뢰 출처(hs21589) 블로그에서 '한강시민공원 반포지구' 촬영지로 명시적으로 확인. 16화는 별도 검색으로 마지막회 왕여-형사/써니-여배우 재회 에필로그임을 교차 확인
