id,place_name,place_type,place_address,place_latitude,place_longitude,phone,opening_hours,break_time,closed_days,featured_count,featured_works,featured_categories,scene_descriptions,source_url,last_updated
food_00554,공주 까치집,restaurant,충청남도 공주시 흑수골길 62,36.4727017,127.1432021,041-856-9947,매일 17시 - 24시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7632회 멸치국수 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00555,황산옥,restaurant,충청남도 논산시 강경읍 금백로 34,36.156397,127.0092698,041-745-4836,매일 09시 30분 - 21시 30분,정보없음,연중무휴,4,6시 내고향 | 맛있는 녀석들 | 식객허영만의백반기행 | 한국인의 밥상,show,"[6시 내고향] 6시내고향 7633회 복탕, 복찜 맛집 || [맛있는 녀석들] 맛있는녀석들 323회 활복찌개 맛집 || [식객허영만의백반기행] 식객허영만의백반기행 166회 우어무침/선어복탕 맛집 || [한국인의 밥상] 한국인의밥상 169회 웅어젓갈/웅어회무침 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00556,새우김밥,restaurant,충청남도 논산시 강경읍 대흥로 32-1,36.1566289,127.0133421,041-745-3003,월-토 07시 - 19시,정보없음,일요일,1,6시 내고향,show,[6시 내고향] 6시내고향 7633회 통새우김밥 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00557,연산시장도토리묵,restaurant,충청남도 논산시 연산면 연산4길 10-5,36.2159653,127.2159738,041-735-1080,매일 10시 - 20시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7534회 도토리묵 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00558,오천항수산물판매센터 7호점,restaurant,충청남도 보령시 오천면 오천해안로 782-7,36.4393372,126.5209232,041-931-9663,매일 09시 - 20시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7514회 키조개코스요리 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00559,지영이네횟집,restaurant,충청남도 보령시 웅천읍 열린바다1길 47,36.241747,126.5342848,041-935-0703,수-월 10시 - 23시,정보없음,화요일,1,6시 내고향,show,[6시 내고향] 6시내고향 7509회 주꾸미요리 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00560,산해별미,restaurant,충청남도 서산시 대사동5로 10,36.7843732,126.4580534,041-663-7853,월-토 09시 - 21시,정보없음,일요일,1,6시 내고향,show,[6시 내고향] 6시내고향 7584회 우럭젓국 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00561,맛있게먹는날 본점,restaurant,충청남도 서산시 시장2로 13,36.7832286,126.4563668,041-665-9435,매일 10시 - 22시,정보없음,"1, 3번째 월요일",2,6시 내고향 | 식신로드,show,"[6시 내고향] 6시내고향 7565회 연포탕, 낙지볶음 맛집 || [식신로드] 식신로드1 187회 갑오징어회/산붕장어볶음 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00562,복순이네,restaurant,충청남도 서산시 시장3길 6-5,36.7823989,126.4553428,041-662-2866,매일 08시 - 18시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7565회 붕장어탕 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00563,영광횟집,restaurant,충청남도 서천군 서면 홍원길 105 영광횟집,36.1565945,126.4996727,041-952-8110,"평일 09시 - 18시, 주말 08시 - 20시",정보없음,연중무휴,2,6시 내고향 | 생방송투데이,show,[6시 내고향] 6시내고향 7622회 꽃게 맛집 || [생방송투데이] 생방송투데이 2177회 꽃게,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00564,동해야횟집,restaurant,충청남도 서천군 서천읍 충절로 42,36.0750035,126.6870115,041-953-6717,정보없음,정보없음,정보없음,1,6시 내고향,show,[6시 내고향] 6시내고향 7511회 주꾸미요리 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00565,보신정,restaurant,충청남도 서천군 장항읍 장마로 14-1,36.009706,126.6901818,041-956-0371,매일 10시 30분 - 20시 30분,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7553회 콩국수 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00566,서해횟집,restaurant,충청남도 서천군 장항읍 장산로 618,36.0005968,126.7259626,041-956-5905,매일 10시 - 22시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7520회 꽃게 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00567,호반식당,restaurant,충청남도 예산군 대흥면 예당로 848,36.6050411,126.7934315,041-332-0121,수-월 11시 - 19시,정보없음,화요일,2,6시 내고향 | 식객허영만의백반기행,show,[6시 내고향] 6시내고향 7638회 붕어요리 맛집 || [식객허영만의백반기행] 식객허영만의백반기행 107회 민물새우김치전/어죽/붕어조림 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00568,60년전통예산장터국밥,restaurant,충청남도 예산군 예산읍 관양산길 12-1,36.6760954,126.8484762,041-332-3664,매일 05시 - 20시,정보없음,연중무휴,2,6시 내고향 | 식객허영만의백반기행,show,"[6시 내고향] 6시내고향 7638회 소머리수육, 소머리국밥 맛집 || [식객허영만의백반기행] 식객허영만의백반기행 107회 소머리수육/소머리국밥 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00569,예산1호국밥집,restaurant,충청남도 예산군 예산읍 관양산길 12-1,36.6760954,126.8484762,041-335-8252,임시휴업,정보없음,임시휴업,1,6시 내고향,show,[6시 내고향] 6시내고향 7638회 국밥 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00570,가보자횟집,restaurant,충청남도 태안군 근흥면 용도로 261,36.6949707,126.2268195,041-672-0313,매일 10시 - 22시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7574회 노래미요리 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00571,바다수산물,restaurant,충청남도 태안군 안면읍 장터로 104,36.5164494,126.3461012,041-673-3926,정보없음,정보없음,정보없음,1,6시 내고향,show,[6시 내고향] 6시내고향 7541회 꽃게탕 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00572,효안네,restaurant,충청남도 태안군 안면읍 장터로 104 32호,36.5164494,126.3461012,041-674-2244,매일 07시 - 22시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7541회 타이거새우튀김 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00573,서울식당,restaurant,충청북도 괴산군 괴산읍 읍내로 283-1,36.8086679,127.793984,043-832-2135,매일 06시 30분 - 19시,정보없음,연중무휴,2,6시 내고향 | 생방송 오늘아침,show,[6시 내고향] 6시내고향 7544회 올갱이해장국 맛집 || [생방송 오늘아침] 생방송오늘아침 4003회 올갱이해장국 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00574,새재황토방,restaurant,충청북도 괴산군 연풍면 새재로 1833,36.8137972,128.0395672,0507-1415-8905,수-월 10시 - 19시,정보없음,화요일,1,6시 내고향,show,[6시 내고향] 6시내고향 7602회 닭백숙 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00575,나루터민물식당,restaurant,충청북도 단양군 가곡면 가대1길 31,37.0411966,128.4083225,043-421-1504,매일 11시 - 21시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7559회 쏘가리요리 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00576,구경당,cafe,충청북도 단양군 단양읍 도전5길 28,36.982082,128.3701206,043-422-9090,목-화 10시 - 19시,정보없음,수요일,2,6시 내고향 | 생방송투데이,show,[6시 내고향] 6시내고향 7542회 사과빵 맛집 || [생방송투데이] 생방송투데이 3083회 마늘소금라떼 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00577,단양토종마늘순대,restaurant,충청북도 단양군 단양읍 도전6길 29,36.9820589,128.3702811,043-421-4292,매일 08시 30분 - 21시,정보없음,연중무휴,2,6시 내고향 | 생방송투데이,show,[6시 내고향] 6시내고향 7542회 마늘순대/곱창전골 맛집 || [생방송투데이] 생방송투데이 3083회 마늘순대 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00578,월류원와인카페,restaurant,충청북도 영동군 황간면 황간동로 194,36.2477724,127.9152933,02-781-1000,정보없음,정보없음,정보없음,1,6시 내고향,show,[6시 내고향] 6시내고향 7615회 와인 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00579,선광집,restaurant,충청북도 옥천군 청산면 지전1길 26,36.3460334,127.7924754,043-732-8404,화-일 10시 30분 - 15시 30분,정보없음,월요일,2,6시 내고향 | 모닝와이드,show,"[6시 내고향] 6시내고향 7641회 생선국수, 도리뱅뱅이 맛집 || [모닝와이드] 모닝와이드 7038회 생선국수 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00580,소뜰애,restaurant,충청북도 제천시 금성면 청풍호로 1030,37.0577823,128.1840241,0507-1334-9485,매일 10시 - 20시 30분,정보없음,연중무휴,2,6시 내고향 | 생방송투데이,show,"[6시 내고향] 6시내고향 7612회 등심, 갈빗살 맛집 || [생방송투데이] 생방송투데이 3089회 한우구이/내장구이/육회/마구리탕 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00581,오가네민물매운탕,restaurant,충청북도 제천시 봉양읍 북부로6길 47,37.1323576,128.098227,043-647-2932,매일 11시 - 21시,정보없음,연중무휴,1,6시 내고향,show,"[6시 내고향] 6시내고향 7518회 민물고기매운탕, 도리뱅뱅이 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00582,고향원조감자탕,restaurant,충청북도 제천시 칠성로9길 9,37.1444955,128.2118335,043-644-6102,매일 10시 - 21시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7635회 감자탕 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00583,할머니집,restaurant,충청북도 진천군 이월면 화산동길 18 할머니집식당,36.9415909,127.4100007,0507-1432-7906,수-월 11시 - 19시,14시 30분 - 16시 10분,화요일,1,6시 내고향,show,[6시 내고향] 6시내고향 7529회 오리주물럭 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00584,사또가든,restaurant,충청북도 진천군 초평면 금오길 55,36.8093206,127.5107237,043-532-9988,매일 11시 - 22시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7514회 붕어요리 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00585,금성닭집,restaurant,충청북도 청주시 청원구 향군로41번길 15-1,36.6489049,127.4857104,043-256-3730,정보없음,정보없음,정보없음,1,6시 내고향,show,[6시 내고향] 6시내고향 7619회 생닭 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00586,오누이순대,restaurant,충청북도 청주시 청원구 향군로41번길 8,36.6492755,127.4857482,043-224-4594,화-일 09시 - 22시,15시 - 16시,월요일,1,6시 내고향,show,[6시 내고향] 6시내고향 KBS1회 순댓국 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00587,도깨비수제도너츠,cafe,충청북도 충주시 공설시장길 19,36.9745234,127.928718,043-848-3414,월-토 09시 - 20시,정보없음,일요일,1,6시 내고향,show,"[6시 내고향] 6시내고향 7590회 도넛, 꽈배기 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00588,악어섬,restaurant,충청북도 충주시 살미면 월악로 411,36.903203,128.0131267,0507-1468-0367,수-월 11시 - 20시,정보없음,화요일,1,6시 내고향,show,"[6시 내고향] 6시내고향 7540회 사과메밀국수, 산채비빔밥 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00589,능이이야기,restaurant,충청북도 충주시 충인4길 20,36.9740842,127.9327753,043-854-9696,정보없음,정보없음,정보없음,1,6시 내고향,show,[6시 내고향] 6시내고향 7590회 능이오리백숙 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00590,명동김치만두,restaurant,충청북도 충주시 충인6길 2,36.9741119,127.9292362,043-848-5652,매일 08시 - 19시,정보없음,연중무휴,1,6시 내고향,show,[6시 내고향] 6시내고향 7590회 만두 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00591,병산감자옹심이,restaurant,강원도 강릉시 병산동 372-3,37.763157,128.940354,033-652-0785,매일 09시 - 20시,정보없음,연중무휴,3,6시 내고향 | 생방송투데이 | 인피니트,"show,artist","[6시 내고향] 6시내고향 7662회 감자옹심이 || [생방송투데이] 생방송투데이 2497회 감자옹심이/감자옹심이칼국수 || [인피니트] 우현, 성종이 배달 시켰던 옹심이 맛집",https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00592,신승반점,restaurant,인천광역시 중구 차이나타운로44번길 31-3,37.475425,126.617798,032-762-9467,매일 11시 - 21시,15시 - 16시 30분,연중무휴,4,6시 내고향 | 모닝와이드 | 생방송오늘저녁 | 수요미식회,show,[6시 내고향] 6시내고향 5776회 짜장면 || [모닝와이드] 모닝와이드 6183회 짜장면 || [생방송오늘저녁] 생방송오늘저녁 141회 하얀짬뽕 || [수요미식회] 수요미식회 11회 짜장면/간짜장,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00593,연다라전통순대,restaurant,전라북도 순창군 순창읍 남계로 52,35.3712345,127.145527,063-653-3432,매일 06시 - 18시,정보없음,연중무휴,2,6시 내고향 | VJ특공대,show,[6시 내고향] 6시내고향 7196회 순대 || [VJ특공대] VJ특공대 760회 순대 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00594,갯마을횟집식당,restaurant,충청남도 당진시 석문면 석문해안로 208,37.034055,126.544958,041-352-4774,매일 08시 - 21시,정보없음,연중무휴,2,6시 내고향 | 미운 우리 새끼,show,[6시 내고향] 6시내고향 7246회 실치한상 || [미운 우리 새끼] 김종국이 춘뚱투어로 가다가 방문한 횟집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00595,고브리또스커피,cafe,인천광역시 남동구 인주대로 600,37.449734,126.70342,032-429-7108,월-토 10시 - 22시,정보없음,일요일,3,9회말 2아웃 | 인간수업 | 출사표,drama,[9회말 2아웃] 21화(전체 11화)에서 구의회 건물 밖에서 만난 권우영(김미수)과 김민재(한준우)는 마원신용협동조합 가입을 위해 이 카페로 향합니다. || [인간수업] 나성미(서예화)는 이왕철(최민수)을 만난다. 그녀는 왕철이 소녀들을 위해 독립적으로 일하도록 설득하는 방법으로 왕철에게 돈을 주려 하지만 후자는 거부한다. || [출사표] 11화에서 구의회 건물 밖에서 만난 권우영(김미수)과 김민재(한준우)는 마원신용협동조합 가입을 위해 이 카페로 향한다.,https://www.data.go.kr/data/15111405/fileData.do,2022-11-25
food_00596,루카511,restaurant,서울특별시 강남구 도산대로81길 40,37.526961,127.04688,02-540-6640,매일 11시 30분 - 22시,15시 30분 - 17시,연중무휴,18,가면 | 고스트 닥터 | 그 남자의 기억법 | 그놈이 그놈이다 | 내성적인 보스 | 또! 오해영 | 라디오 로맨스 | 런온 | 로봇이 아니야 | 미스 함무라비 | 뷰티 인사이드 | 사생활 | 순정에 반하다 | 슬플 때 사랑한다 | 시크릿 부티크 | 쌈 마이웨이 | 초면에 사랑합니다 | 평일 오후 세시의 연인,drama,"[가면] 5회에서 인영과 송설희(박준금)가 식사를 한다. || [고스트 닥터] 16화에서 장세진(유이)은 이 식당에서 장민호(이태성)와 만나 아버지 변호사의 도움을 받아 경찰에 체포된다. || [그 남자의 기억법] 1화에서 여하진(문가영)은 이 식당에서 드라마 촬영을 한다. || [그놈이 그놈이다] 1회에서 서현주(황정음)가 이 장소에서 반전으로 '결혼식'을 올렸는데, 부모님은 많이 실망하셨지만 친구들의 응원을 받고 있다. || [내성적인 보스] 13화에서 여기서 강우일(윤박)은 약혼자의 부모에 대한 태도를 끊는다. 채로운(박혜수)은 이 말을 듣고 그녀에게 또렷이 다가와 은환기(연우진)는 이 말을 듣는다. || [또! 오해영] 2회에서 박도경(에릭)과 어머니는 이곳 장한구(강남길) 회장과 저녁 약속을 하고, 이때 도경은 한태진(이재윤) 회장을 금전적으로 지원한다는 사실을 알게 된다. || [라디오 로맨스] 7회에서 이곳에서 남주하(오현경), 지수호(윤두준) 엄마, 진태리(유라)가 만나  거래를 성사시킨다. 주하는 태리에게 수호와 사귄다는 소문을 퍼뜨려달라고 부탁하고, 정다슬(서예슬)은 주하에게 약속을 지킬 수 있게 해달라고 애원한다. || [런온] 1회에서 오미주(신세경)와 서단아(최수영)는 단아가 미주의 통역 일을 만류하는 이곳에서 커피를 마신다. 기선겸(임시완)은 얼마 지나지 않아 그들과 합류하고, 미주는 그가 자신이 통역할 선수라는 것을 알게 된다. || [로봇이 아니야] 16회에서 조지아(채수빈)와 홍백균(엄기준)이 저녁을 먹으러 이곳에 왔고, 백균은 마침내 그와 헤어진 이유를 이해한다. || [미스 함무라비] 10화에서 보고왕(류덕환)은 이도연(이엘리야)과 데이트를 한다. 뒤늦게 달려온 그는 식당에 도착한 도연에게 식당에 도착한 순간 한 문장만 남기고 자신이 가는 모든 장애물을 가까스로 이겨내고 도연에게 직접 떠날 정도로 상처를 준다. || [뷰티 인사이드] 6회에서 강사라(이다희)는  티웨이항공 일부 이사진들의 비공식 오찬 모임에 참석해 남성그룹으로부터 여성혐오 발언을 많이 듣고 최대한 빨리 휴가를 떠난다. 류은호(안재현)가 자신에 대해 어떻게 생각하는지 묻고, 신부가 되고 싶다고 이야기하는 모습으로 잠시 후 그녀가 돌아왔다. || [사생활] 2010년을 회상하면, 차주은(서주현)은  1회에서 부모님 차현태(박성근), 김미숙(송선미)과 함께 이 식당에서 식사를 한다. || [순정에 반하다] 16회 마지막회에서 해외 방문 중 나옥현(조은지)과 비서 오욱식(이시언)은 이곳에서 밥을 먹는다 || [슬플 때 사랑한다] 1회에서 윤마리(박한별)와 강인욱(류수영)이 이 식당에서 점심을 먹는다. || [시크릿 부티크] 18화에서 김여옥(장미희)이 장제니(김선아)를 식당에 전화를 걸어 그녀를 만난다. || [쌈 마이웨이] 2회에서 이곳은 최애라(김지원)가 참석하는 결혼식이 진행되는 곳으로, 나타나지 않는 아나운서를 대신한다. || [초면에 사랑합니다] 도민익(김영광)과 정갈희(진기주)는 15화에서 이 식당으로 점심을 먹으러 오지만 여전히 고군분투하는 동료들과 생각에 잠겨 저녁을 그렇게 많이 즐길 수 없다.민익은 그녀에게 그들과 함께 하라고 말한다. || [평일 오후 세시의 연인] 최수아(예지원)은 1회에서 이 식당에서 가족 외식을 합니다.",https://www.data.go.kr/data/15111405/fileData.do,2022-11-25
food_00597,얼큰이네토종순대국전문점 본점,restaurant,경기도 고양시 덕양구 권율대로 892,37.5690699,126.9130881,02-381-3952,매일 10시 - (익일) 03시,정보없음,연중무휴,1,가장 보통의 연애,movie,[가장 보통의 연애] 영화 가장 보통의 연애에서 순대국 먹은 곳,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00598,성미골,restaurant,서울 마포구 월드컵로 137 102호,37.5590729,126.9049163,02-3144-5757,"월,수-목 16분 - 23시 30분, 금- 13시 - 23시 30분",정보없음,화요일,1,가장 보통의 연애,movie,[가장 보통의 연애] 공효진의 통쾌한 복수신을 찍은 고기집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00599,월스트리트,restaurant,서울특별시 강남구 테헤란로83길 13,37.5082595,127.0552221,02-501-0522,평일 10시 - (익일) 01시,정보없음,주말,1,가장 보통의 연애,movie,[가장 보통의 연애] 영화 가장 보통의 연애에서 회식 장면을 찍은 곳,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00600,마포진짜원조최대포본점,restaurant,서울특별시 마포구 마포대로 112-4,37.544649,126.951868,0507-1333-9293,매일 11시 - 23시,정보없음,연중무휴,5,가장 보통의 연애 | 그 해 우리는 | 생방송 오늘아침 | 스물다섯 스물하나 | 왜 오수재인가,"movie,drama,show","[가장 보통의 연애] 김래원과 공효진이 소주잔을 기울인 돼지고기 구이집 || [그 해 우리는] 김지웅(김성철)은 11회에서 동료 박동일(조복래), 정채란(전혜원), 임태헌(이승우), 이민경(이선희)과 함께 이 식당에서 회식을 한다. || [생방송 오늘아침] 생방송오늘아침 2280회 족발 맛집 || [스물다섯 스물하나] 5회에서 도(김태리)가 양찬미(김혜은) 코치와 함께 이 식당에서 술을 마시며 펜싱 국가대표 입단을 축하하고 있다 || [왜 오수재인가] 4회에서 최윤상(배인혁)은 TK 로펌 비서 하일구(전진기)와 함께 이 식당에서 술을 마신다. '안강원 사건'에 아버지와 형이 가담하지 않았는지 확인한다",https://www.data.go.kr/data/15111405/fileData.do,2022-11-25
food_00601,마포나루 아크로점,restaurant,서울특별시 마포구 마포대로 68 마포아크로타워 지하 1층,37.5412579,126.9467487,02-712-6822,매일 10시 - 22시,평일만 14시 30분 - 16시 30분,"일요일, 공휴일",1,가장 보통의 연애,movie,[가장 보통의 연애] 영화 가장 보통의 연애에서 회식장소로 나온 집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00602,ZIO커피 문정점,cafe,서울특별시 송파구 새말로 97 문정동 카센터,37.4827568,127.1224215,02-404-8558,매일 00시 - 24시,정보없음,연중무휴,1,가장 보통의 연애,movie,[가장 보통의 연애] 김래원의 취중 고백신을 찍은 문정동 카페,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00603,코코로,restaurant,서울특별시 송파구 올림픽로32길 41,37.5694964,126.9130871,0507-1413-0518,"월-수 18시 - 24시, 목-토 18시 - (익일) 02시, 토 17시30분 - (익일) 02시",정보없음,일요일,1,가장 보통의 연애,movie,[가장 보통의 연애] 공효진과 김래원의 취중진담신을 찍은 술집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00604,연탄불,restaurant,서울특별시 영등포구 양산로17길 17,37.5259645,126.8914759,02-2678-8892,월-토 11시 - 22시,16시 - 17시,일요일,2,가장 보통의 연애 | 식신로드,"movie,show",[가장 보통의 연애] 김래원의 고백신을 찍은 닭갈비 집 || [식신로드] 식신로드2 11회 닭양념구이/닭발 맛집,https://www.data.go.kr/data/15111405/fileData.do,2022-11-18
food_00605,이목구비,restaurant,서울특별시 영등포구 영신로32길 19,37.519097,126.903283,02-2679-5520,"평일 15시 - (익일) 01시, 토 15시 - (익일) 01시, 일,공휴일 15시 - 24시",정보없음,연중무휴,2,가장 보통의 연애 | 간 떨어지는 동거,"movie,drama","[가장 보통의 연애] 공효진과 김래원이 술게임을 즐긴 수제 맥주 펍 || [간 떨어지는 동거] 1회에서 이담(걸스데이 혜리), 최수경(박경혜), 도재진(김도완)이 술집에서 만난다. 저녁식사를 같이 하고, 여자친구가 바람을 피웠다는 재진의 이야기를 나눈다.",https://www.data.go.kr/data/15111405/fileData.do,2022-11-25
food_00606,아다마스253,cafe,경기도 파주시 탄현면 헤이리마을길 47,37.7877435,126.697996,031-949-1296,매일 11시 - 21시,16시 - 17시,연중무휴,19,가화만사성 | 김비서가 왜 그럴까 | 또! 오해영 | 마이 시크릿 호텔 | 맨투맨 | 미녀 공심이 | 별에서 온 그대 | 복수가 돌아왔다 | 부암동 복수자들 | 사내맞선 | 아직 낫 서른 | 여신강림 | 열두밤 | 왜그래 풍상씨 | 원 더 우먼 | 월간 집 | 으라차차 와이키키 | 착한마녀전 | 첫사랑은 처음이라서,drama,"[가화만사성] 13회에서 봉해령(김소연)은 저녁을 먹기 위해 이곳으로 갑니다. || [김비서가 왜 그럴까] 12회에서 김미소(박민영)과 이영준(박서준)은 '소울 푸드'를 위하여 이곳에 옵니다. || [또! 오해영] 1회에서 박도경(에릭)과 오해영(서현진)은 이곳에서 만나고 서로 사랑에 빠지게 됩니다. || [마이 시크릿 호텔] 남상효(유인아)는 이 빌딩의 아파트에 살고 있습니다. 10회에서 조성겸(남궁민)이 그녀를 데려옵니다. || [맨투맨] 11회에서 Last Love 팀은 이 카페에서 영화를 준비합니다. || [미녀 공심이] 이 장소는 석준수(온주완)이 운영하는 레스토랑입니다. 개업식을 위해 안단태(남궁민)와 그의 가족이 찾아옵니다. 반대로 공심의 누나는 초대를 받아도 단태를 보고는 감히 들어가지 못합니다. || [별에서 온 그대] 유인나와 김수현, 전지현이 만난 카페 || [복수가 돌아왔다] 4회에서 강복구(유승호)는 이 카페에서 고객의 남자친구를 대신합니다. 이 곳에서 우연히 동시에 이곳에 온 손수정(조보아)과 오세호(곽동연)의 이야기를 엿듣습니다. || [부암동 복수자들] 6회에서 이수겸(유키스 준)의 엄마 한수지(신동미)는 김정혜(이요원)을 만나 수겸이 와서 그들을 방해하기 전까지 정혜로 부터 돈을 얻을 수 있는 다른 거래를 제안합니다. || [사내맞선] 2회에서 진영서(설인아)는 신하리(김세정)을 속여 강태무(안효섭)과 이곳에서 만나게 합니다. 그는 '가짜' 영서와 직접 만나게 되고 다른 사람을 사칭하고 시간을 낭비한 것에 대해 그녀에게 말합니다. || [아직 낫 서른] 1회에서 서지원(정인선)이 회사 모임으로 인해 이곳으로 오게 되고 혹시 그녀의 새로운 매니저가 첫사랑인 이승유(씨엔블루 강민혁)인지 궁금해합니다. 그녀는 비 때문에 갇힌 사이 이 카페 입구에서 이 궁금증을 확인했습니다. 그들은 에피소드 12에서 다른 회사 모임을 위해 여기로 돌아옵니다. || [여신강림] 5회에서 임희경(임세미)는 한준우(오의식)에게 이 곳에서 고백을 합니다. || [열두밤] 11회에서 문혜란(서은우)는 이곳에서 의사인 친구 김재욱(성창훈)을 만나 건강에 대해 정보를 얻게 됩니다. || [왜그래 풍상씨] 1회에서 이진상(오지호)은 외로운 유부녀와 이곳에서 데이트를 합니다. || [원 더 우먼] 이 카페는 강미나(이하늬)가 운영하는 혜별갤러리로 나온다. 4회에서 강미나(이하늬)와 한승욱/장알렉스(이상윤)가 만나는 장면에서 처음으로 등장한다 || [월간 집] 15회에서 나영원(정수민)과 유자성(김지석)은 이 장소에서 점심을 먹습니다. || [으라차차 와이키키] 7화에서 봉두식(손승원)은 가장 불쾌한 상황에서 첫사랑 말음(한보배)을 이곳에서 만납니다. 그는 성인 영화의 작가이고 그녀는 여배우입니다. || [착한마녀전] 14회에서 송우진(류수영)은 이 식당을 빌려 언니 차도희로 변장한 차선희(이다해)에게 결혼을 청합니다. 선희는 혼란스러워하고 이 프로포즈를 거절합니다. || [첫사랑은 처음이라서] 3회에서 최훈(강태오)은 드라마 엑스트라로 이 카페 겸 레스토랑에서 공연을 하고 오가린(최리)을 데려와 그녀도 약간의 돈을 벌게 합니다.",https://www.data.go.kr/data/15111405/fileData.do,2022-11-25
food_00607,커피 스미스 홍대점,cafe,서울특별시 마포구 와우산로 82,37.551719,126.92362,02-3143-6740,매일 10시 - 22시 50분,정보없음,연중무휴,4,가화만사성 | 냄새를 보는 소녀 | 로맨스가 필요해 | 로봇이 아니야,drama,"[가화만사성] 기가 봉삼식(윤다훈)과 봉삼숙(지수원)이 행복한 집(가화만사성)(MBC, 2016)에서 일하는 곳입니다. || [냄새를 보는 소녀] 3회에서 최무각(박유천) 오초림(신세경)은 극단 오디션을 보고 있다. || [로맨스가 필요해] 14회에서김성수(김정훈)는 선우인영(조여정)을 이 카페의 뒷골목으로 데리고 간다. || [로봇이 아니야] 20회 김민규(유승호)가 제보자 장두삼을 만나러 왔지만 당황하고 제보자는 자리를 뜬다.",https://www.data.go.kr/data/15111405/fileData.do,2022-11-25
