id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,source_url,last_updated,famous_rank,recent_rank,audience_acc,award,director,poster_url,title_key,mention_doc_count,mention_total_count,corpus_doc_count,popularity_score,popularity_rank_in_title,is_overseas,dup_of,coord_issue,is_popular,filter_reason,scene_description_source,evidence_url
st_00043,21세기대군부인,,drama,아이유;변우석,국립중앙박물관,박물관/미술관,서울 용산구 서빙고로 137,37.524702,126.977740,https://lh3.googleusercontent.com/place-photos/AG9NLjAfmclfY0ybhBJfTiHSr3jYlSiVjC1FAzJ2ZISURqNWu7JAj2aBuCodJ4WR0ZsheTISH4sLv5No-3BFwqR5U-YAxGa0t24RX2rsrB88_HtPt5Dgu0fp_XrhSM39jbNV-czLyvv4rrlVxDd2L8c=s4800-w800,https://map.naver.com/p/entry/place/11620570,12화에서 왕이 된 이안이 전시된 왕실 유물을 보며 지난 일을 회상하는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ea%b5%ad%eb%a6%bd%ec%a4%91%ec%95%99%eb%b0%95%eb%ac%bc%ea%b4%80-19130/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,7,14,35,33.3,8,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_00106,21세기대군부인,,drama,아이유;변우석,예천진호국제양궁장,,경북 예천군 예천읍 양궁장길 38,36.634632,128.468367,https://lh3.googleusercontent.com/place-photos/AG9NLjCNycphOuHH1Bfx6g6uWOkYOl_qW0eWrHK5qXUcKaDRqFIrwqoU4GNaDuWjZQyL7ddsW_X_Mmbh1qynsk5bK0dwJPL8ZeFokh1KCuG9R8A83bnzNbpbaKVFiFTXwbolSDGS0Os9MN5Wjr2avQE=s4800-w800,https://map.naver.com/p/entry/place/15919298,극 중 성희주와 이안대군이 팽팽한 심리전 속에서 국궁 대결을 펼치는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ec%98%88%ec%b2%9c%ec%a7%84%ed%98%b8%ea%b5%ad%ec%a0%9c%ec%96%91%ea%b6%81%ec%9e%a5-19193/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,7,11,35,33.3,9,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_00086,21세기대군부인,,drama,아이유;변우석,화서문,,경기 수원시 팔달구 장안동 331,37.286608,127.013903,https://lh3.googleusercontent.com/place-photos/AG9NLjA55z1v2UIVA7Jp5Jk2f0Rcmn_1rDTz39IuaCTsRA5i8X68lDMCC53JZQ3yra917nz6sF5hJOObax7YSUtiFQ-i1UZNqOuXFJhtcbEkzvFL1bfiZL0ycEOVEOO4cTIOIl3dYuZMtISFPdAY-48=s4800-w800,https://map.naver.com/p/entry/place/19802092,왕실 파티장 입구인 궁궐 성곽 장면으로 등장하는 수원화성 화서문,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ed%99%94%ec%84%9c%eb%ac%b8-19173/,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,6,7,35,28.6,11,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_20279,21세기 대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,수영만 요트경기장,기타,부산 해운대구 해운대해변로 84,35.16026170107591,129.14127264196568,,,마린시티에서 광안리까지 이어지는 요트 투어 장면이 촬영된 곳,https://blog.naver.com/buja1202/224248171214,2026-07-30,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,5,16,35,23.8,12,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_00095,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,뮤지엄산,자연/명소,강원 원주시 지정면 오크밸리2길 260,37.415333,127.823409,https://lh3.googleusercontent.com/place-photos/AG9NLjBig-5RVCcrbbP2Z4cTPB_QrSb5xyWFLF3OGkCQJVFucdoWs0TxjaPqMq3KcqOJDQ3zO4qL9E64BkH3yMl0srkwXY7f3JNWXDz1yfV64zz7GDbU2nMx85q8-TNLhesC3u-LJP78KJku4QHpfQ=s4800-w800,https://map.naver.com/p/entry/place/1676988333,성희주가 정략결혼 상대 김연준을 만나는 갤러리 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%ae%a4%ec%a7%80%ec%97%84%ec%82%b0-19182/;https://blog.naver.com/buja1202/224248171214;https://blog.naver.com/liebedance/224271574277,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,4,9,35,19.0,13,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_00034,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,고척스카이돔,경기장,서울 구로구 경인로 430,37.498213,126.867089,https://lh3.googleusercontent.com/place-photos/AG9NLjCvqcsnTwgxGwmg3N1cylPoNP8Q0cvgt58Dpc0QKXXpslEBW5LMmCMtzlZ51q0IJ7Ny2L4B3RzkXi_qUnDqV_JYKqjybXpDuJPH7oU5hDNg3AfAHE317epFno3HkH9kRZGj-9PuOdjAVEHM8W0=s4800-w800,https://map.naver.com/p/entry/place/18967604,야구장 데이트 장면 촬영지로 등장하는 고척스카이돔 경기장,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%ea%b3%a0%ec%b2%99%ec%8a%a4%ec%b9%b4%ec%9d%b4%eb%8f%94-19121/;https://blog.naver.com/buja1202/224248171214,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,3,8,35,14.3,14,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_00096,21세기대군부인,21st Century Grand Duchess Consort,drama,아이유;변우석,더한옥헤리티지,유적/한옥,강원 영월군 남면 문개실길 37-150,37.200539,128.429215,https://lh3.googleusercontent.com/place-photos/AG9NLjAMcq1-1M33WUtqabW1-Gib_5-_kzXdqzPMQaobeZMn7LswUY2sCVWWpUw6_ScAADZlvNSeLEhQulb17TGqBfpCyUbtjmffS2nSG1f8vTd9RK0NEAxpARqJaS6CqF2jePp23-uvX3k6DHYCuS5UzKRfRQ=s4800-w800,https://map.naver.com/p/entry/place/1559825941,성희주가 자신의 뒷담화를 하는 여인들에게 와인잔을 깨며 위협하는 장면,https://kdramamap.com/location/21%ec%84%b8%ea%b8%b0%eb%8c%80%ea%b5%b0%eb%b6%80%ec%9d%b8-%eb%8d%94%ed%95%9c%ec%98%a5%ed%97%a4%eb%a6%ac%ed%8b%b0%ec%a7%80-19183/;https://blog.naver.com/buja1202/224248171214,2026-07-28,,14,,,배희영;박준화,https://image.tmdb.org/t/p/w500/j37wlFXIPcSVEjWOi1KBxzWK0in.jpg,21세기대군부인,3,8,35,14.3,15,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
mv_1585_01,7번방의 선물,Miracle in Cell No.7,movie,류승룡;박신혜;갈소원;오달수;박원상,익산교도소세트장,개방형 촬영세트장,전북특별자치도 익산시 성당면 함낭로 207,36.0695673,126.9315194,https://lh3.googleusercontent.com/place-photos/AG9NLjAXT1cohS2v7ONnww3OHwtIujyvyYQpbKB_m2efz-4dB5AKugj-6OntKxf1Koo3fIFWHbXr8F49OVs2lAh5tKEItZRqGZoRF8VgpfrxdSXQHOD_4HdtVxB0k8WZmzHt7zmvqMjdLe73vYlE7CZyKkxSJg=s4800-w800,https://map.naver.com/p/entry/place/37471479,용구가 누명을 쓰고 수감된 뒤 7번방 수감자들과 생활하고 탈출을 시도하는 교도소 장면,https://www.hcnews.or.kr/news/10148,2026-07-30,,,12786081,,이환경,https://image.tmdb.org/t/p/w500/c9TqJPm4pZCuiEXumTayoNIrBSK.jpg,7번방의선물,21,69,33,100.0,1,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
mv_1585_02,7번방의 선물,Miracle in Cell No.7,movie,류승룡;박신혜;갈소원;오달수;박원상,홍제동 개미마을,마을·골목,서울특별시 서대문구 세검정로4길 100-58 일대,37.590929,126.9525597,,https://map.naver.com/p/entry/place/33997144,용구가 출근길에 딸 예승과 특별한 인사를 나누고 예승이 아빠를 기다리는 도입부 장면,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=ce770bad-d04a-4ca0-972a-1ead5380d937,2026-07-30,,,12786081,,이환경,https://image.tmdb.org/t/p/w500/c9TqJPm4pZCuiEXumTayoNIrBSK.jpg,7번방의선물,3,13,33,14.3,2,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_20069,D.P.,D.P.,drama,정해인;구교환;김성균,부천 까치울 부대(옛 61사단 177연대),촬영지,경기도 부천시 오정구 작동,37.513291343602,126.815988741765,https://lh3.googleusercontent.com/place-photos/AG9NLjA6ebn-X1nSB7jB0d9ML3ZS2Ozyk9H7-9E4pBWawpDOAYTQQkzTPpQ7vUOUkWVfm1l5JFBGAM8EBVvNqSrwd6T51oA35P01ZSvSFA70tr1a9Lt5mZ4hR9IlLgJibcNOkGmbEwZzq91saMvkh6M=s4800-w800,,"탈영병을 쫓는 헌병대와 부대 막사, 위병소 등 극의 핵심 배경으로 촬영된 옛 폐부대",https://namu.wiki/w/D.P.(시즌 1),2026-07-30,60,,,,한준희,https://image.tmdb.org/t/p/w500/ufovksqVTNogMdU5LlCVbJSiMVa.jpg,D.P.,0,0,50,0.0,2,N,,,Y,언급부족_데이터품질기준보존,정승길_v4,
st_20072,D.P.,D.P.,drama,정해인;구교환;김성균,사창리터미널,촬영지,강원특별자치도 화천군 사내면 사창리,38.0759057789129,127.516290127639,,https://map.naver.com/p/entry/place/1080501769,극 중 '용담터미널'로 등장하며 안준호와 한호열이 서울로 향하는 장면,https://namu.wiki/w/D.P.(시즌 1),2026-07-30,60,,,,한준희,https://image.tmdb.org/t/p/w500/ufovksqVTNogMdU5LlCVbJSiMVa.jpg,D.P.,0,0,50,0.0,3,N,,,Y,언급부족_데이터품질기준보존,정승길_v4,
st_20073,D.P.,D.P.,drama,정해인;구교환;김성균,울산대학교,촬영지,울산광역시 남구 대학로 93,35.54183711963,129.257425346502,https://lh3.googleusercontent.com/place-photos/AG9NLjC8NNK70tbsmfIyG3NeoOSpH2bmPnrvC-aA20GoSm1txdqrQLl_fQ8Ke_BDPZSsXuviU0daxOIavtHQTLFmrhqZ_GfF3b6fwUPAFxztMe7SX9Ajt7yeWLzDuM1rmdx2L0a15w6tvbeIvfiGpA=s4800-w800,https://map.naver.com/p/entry/place/11591612,D.P.에서 이등병 안준호와 한호열이 탈영병의 거주지와 다니던 대학교를 뒤지는 장면,https://namu.wiki/w/D.P.(시즌 1),2026-07-30,60,,,,한준희,https://image.tmdb.org/t/p/w500/ufovksqVTNogMdU5LlCVbJSiMVa.jpg,D.P.,0,0,50,0.0,5,N,,,Y,언급부족_데이터품질기준보존,정승길_v4,
st_00486,S라인,,drama,이수혁;이다희;아린,서울공업고등학교,학교,서울 동작구 대방동1길 46,37.501901,126.922363,https://lh3.googleusercontent.com/place-photos/AG9NLjDOPt22VgAyw3h9rkpDVoiADrC3Izltjtyk710yRX3eCZNf46hVNG4JWPIkQJZgHbrmLPNHIyqzSiHPqfK0gw1Rd3S1myR7cnK--55GRQA7GfUWz2L4wHJ_r6mi-4BXDr3MurMNYK7ZQNQCAAI=s4800-w800,https://map.naver.com/p/entry/place/19717728,"1~2화에서 극 중 방주고등학교로 등장하는 촬영지, 실제로는 서울공업고등학교",https://kdramamap.com/location/s%eb%9d%bc%ec%9d%b8-%ec%84%9c%ec%9a%b8%ea%b3%b5%ec%97%85%ea%b3%a0%eb%93%b1%ed%95%99%ea%b5%90-10678/,2026-07-28,88,,,,안주영,https://image.tmdb.org/t/p/w500/o9ENFFvHnU08zy8GbElxGLbrm87.jpg,S라인,1,4,24,100.0,1,N,,,Y,언급부족_데이터품질기준보존,정승길_v4,
st_00490,S라인,,drama,이수혁;이다희;아린,삼산경찰서,,인천 부평구 굴포로 104,37.511012,126.732241,https://lh3.googleusercontent.com/place-photos/AG9NLjBwqAWeIt05swlOK5-1fxE7e96OL2_M3EYbomuO241dNKQwISMCOgdsO7TVj-zd0eXGh-vV2NcpNkSw8mEuxf1fx-baIjFW96VBAJIciO5rKycRoPFlcv3zTdRganM0wm9Jl4EWSrJlNb_9Pw=s4800-w800,https://map.naver.com/p/entry/place/12234069,"1~2화에서 극 중 방주경찰서로 등장하는 촬영지, 실제로는 인천 부평 삼산경찰서",https://kdramamap.com/location/s%eb%9d%bc%ec%9d%b8-%ec%82%bc%ec%82%b0%ea%b2%bd%ec%b0%b0%ec%84%9c-10682/,2026-07-28,88,,,,안주영,https://image.tmdb.org/t/p/w500/o9ENFFvHnU08zy8GbElxGLbrm87.jpg,S라인,1,3,24,100.0,2,N,,,Y,언급부족_데이터품질기준보존,정승길_v4,
st_00487,S라인,,drama,이수혁;이다희;아린,완성빌라,,서울 종로구 세검정로7나길 42-4,37.603229,126.959058,https://lh3.googleusercontent.com/place-photos/AG9NLjBldIK_v05E6W2kBM7-oXdWcmt6oMRUxvcVhk7sEVO3E6__NSI3WMDX0Tz5Yj6glURXqadhcBCw7WXF0kcQ5q_n6P7aFpT9x7W1xwOzY8C3GZhn8PaZRa4bw3lhg_gnh90JIKPjrthaqwc-dsc=s4800-w800,https://map.naver.com/p/entry/place/18686939,1~2화 골목길 집 장면의 배경인 종로 세검정로 일대 주택가 촬영지,https://kdramamap.com/location/s%eb%9d%bc%ec%9d%b8-%ec%99%84%ec%84%b1%eb%b9%8c%eb%9d%bc-10679/,2026-07-28,88,,,,안주영,https://image.tmdb.org/t/p/w500/o9ENFFvHnU08zy8GbElxGLbrm87.jpg,S라인,1,2,24,100.0,3,N,,,Y,언급부족_데이터품질기준보존,정승길_v4,
st_20079,갯마을 차차차,Hometown Cha-Cha-Cha,drama,신민아;김선호;이상이,윤치과(청진3리어민복지회관),병원 세트(치과),경상북도 포항시 북구 청하면 청진리 청진3리어민복지회관,36.1705099890383,129.396975394872,https://lh3.googleusercontent.com/place-photos/AG9NLjD5MnMKcjNUHQNMfpkLiTt6g8ypus3JRYeCET3caA2S4Z2_GpmH5x4ksq2-VItvq5M-QkTJgK8CPtPSD45eMIzsuEppb2H8yUVraEozUcrMu-nSPM2NZpO0idq33S7kXugqfS2sOGWhyuhaDQ=s4800-w800,,"윤혜진(신민아)이 개업한 치과 건물 외관으로 쓰인 촬영지로, 현재는 윤스토랑으로 운영 중",https://www.esquirekorea.co.kr/article/58660,2026-07-30,46,,,,유제원,https://image.tmdb.org/t/p/w500/ub2ZaobABSYtkWKaEycWmMjkorP.jpg,갯마을차차차,46,193,88,100.0,1,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_20077,갯마을 차차차,Hometown Cha-Cha-Cha,drama,신민아;김선호;이상이,보라슈퍼,슈퍼마켓(극중 세트),경상북도 포항시 북구 청하면 청하로200번길 6,36.1970562908719,129.339877192623,,,윤혜진이 고급 샴푸가 없다며 가지 않으려 했던 동네 슈퍼로 등장한 곳,https://www.esquirekorea.co.kr/article/58660,2026-07-30,46,,,,유제원,https://image.tmdb.org/t/p/w500/ub2ZaobABSYtkWKaEycWmMjkorP.jpg,갯마을차차차,45,109,88,97.8,2,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
st_20076,갯마을 차차차,Hometown Cha-Cha-Cha,drama,신민아;김선호;이상이,청호철물,철물점(극중 세트),경상북도 포항시 북구 청하면 청하로200번길 6,36.1970562908719,129.339877192623,,,홍두식(홍반장)이 배 수리 부품을 사러 오는 철물점으로 등장한 촬영지,https://www.esquirekorea.co.kr/article/58660,2026-07-30,46,,,,유제원,https://image.tmdb.org/t/p/w500/ub2ZaobABSYtkWKaEycWmMjkorP.jpg,갯마을차차차,35,68,88,76.1,3,N,,,Y,언급2회이상_작품내상위15,정승길_v4,
