id,title,title_aliases,title_category,title_cast,place_name,place_type,place_address,place_latitude,place_longitude,place_image_url,place_naver_url,scene_description,scene_image_url,source_url,last_updated,famous_rank,recent_rank,audience_acc,award,director,poster_url
st_04133,눈물의 여왕,Queen of Tears,drama,김수현;김지원,더현대서울,백화점,서울 영등포구 여의대로 108,37.525191,126.929113,https://lh3.googleusercontent.com/place-photos/AG9NLjCcXcZTiw5VRl0bAlIha0tDSokBxPAgMQPioShuXGmJjzyqqzUgr6kx1kKLxC67hhBK6EL9o-FEdwh0Z6POJGnPhXPfkxmvhgpLZAvkEjHh4Y4BOZu1XEBiwtHSfeT-3B6Mzu2wkO5nlMvi9MP2CrdHEA=s4800-w800,https://map.naver.com/p/entry/place/1228105086,홍해인이 사장으로 백현우가 법무팀장으로 근무하는 퀸즈백화점의 배경으로 나오는 곳,https://image.tmdb.org/t/p/w780/2jiEaT5GYeCWZrBfZ8oLprLOGM2.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8d%94%ed%98%84%eb%8c%80%ec%84%9c%ec%9a%b8-7257/;https://traveltodrama.com/queen-of-tears-seoul-filming-locations-map/;https://www.realscene.site/ko/drama/queen-of-tears,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04134,눈물의 여왕,Queen of Tears,drama,김수현;김지원,페어몬트 앰배서더 서울 마리포사 앤 M29,,서울 영등포구 여의대로 108,37.525191,126.929113,https://lh3.googleusercontent.com/place-photos/AG9NLjBbSOho3xy_1MyigkzQclj6A9f44vuN36t4o3wZchXtpHbIVZvLF-BK2QTh2-Q3pjF2qYXuWuyroLaG4WTql2d7hBhaGcqUAZYz8dj1ba4ghybKjTDs9y05712ebcwkh0BebygwrtRvF_glqQ=s4800-w800,https://map.naver.com/p/entry/place/1348450428,9화에서 수철과 다혜가 마리포사 앤 M29에서 소개팅하는 장면,https://image.tmdb.org/t/p/w780/1TbHovs1uan3bki0hHp7N4IdwzP.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ed%8e%98%ec%96%b4%eb%aa%ac%ed%8a%b8-%ec%95%b0%eb%b0%b0%ec%84%9c%eb%8d%94-%ec%84%9c%ec%9a%b8-%eb%a7%88%eb%a6%ac%ed%8f%ac%ec%82%ac-%ec%95%a4-m29-7258/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04135,눈물의 여왕,Queen of Tears,drama,김수현;김지원,스위치22 여의도점,,서울 영등포구 여의대로 108,37.525191,126.929113,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/20231007_%EC%97%AC%EC%9D%98%EB%82%98%EB%A3%A8%EB%A1%9C.jpg/960px-20231007_%EC%97%AC%EC%9D%98%EB%82%98%EB%A3%A8%EB%A1%9C.jpg,https://map.naver.com/p/entry/place/1298251855,1화에서 백현우가 홍해인을 기다리는 장면이 촬영된 한강뷰 라운지,https://image.tmdb.org/t/p/w780/euFZLQEqvZVz74Okt8iuKNI4RpU.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%8a%a4%ec%9c%84%ec%b9%9822-%ec%97%ac%ec%9d%98%eb%8f%84%ec%a0%90-7259/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04136,눈물의 여왕,Queen of Tears,drama,김수현;김지원,미림분식,음식점,서울 관악구 호암로 553,37.467074,126.931347,https://lh3.googleusercontent.com/place-photos/AG9NLjDdLmh26jOjvpF04nLIkCX2URmnhj4gRtvI7h_LiE19MyM7nDvoUTQOius6ejKZDHMI7oguG4sJPelOIo5g76bLX2FXoLGKRnooOs4CBwR2UpsUzIzyQnbyeJR2Ucut7hosFhcpEHv94y58ytk=s4800-w800,https://map.naver.com/p/entry/place/2091670944,2화에서 백현우가 친구 양기와 즉석떡볶이를 먹는 장면이 촬영된 곳,https://image.tmdb.org/t/p/w780/3TI9uZ76kc3lHnoHOTSFgG99XHM.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%af%b8%eb%a6%bc%eb%b6%84%ec%8b%9d-7260/;https://traveltodrama.com/queen-of-tears-seoul-filming-locations-map/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04137,눈물의 여왕,Queen of Tears,drama,김수현;김지원,더리버 옆,,서울 용산구 용산동6가 451-1,37.506691,126.984900,https://lh3.googleusercontent.com/place-photos/AG9NLjD_Vtzkkh5toYEcasyD6FQs_6vhB4U68k_73jG1uIcbxvsARKSKroerMUKx4NTSJy4cH_Gb32KhBIm0uj6meTAcqokB1Nb7rrPJQNryfSuM5VQpYrO-JB6DsccqHqLrzF9DZQ-2wS_hFIebijg=s4800-w800,https://map.naver.com/p/entry/place/1080213899,2화에서 한강 보트 출입장 배경으로 등장한 더리버,https://image.tmdb.org/t/p/w780/dJf4H6JLlgL1OVzfekAdX1RgUhc.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8d%94%eb%a6%ac%eb%b2%84-%ec%98%86-7261/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04138,눈물의 여왕,Queen of Tears,drama,김수현;김지원,동작대교 아래,,서울 용산구 용산동6가 452-1,37.515324,126.983151,https://lh3.googleusercontent.com/place-photos/AG9NLjAvKyoswhizj1-bc-eHagEOq0NUgi3wXO1cQxE1Y5CGcpq-g-HJ6mwpXP0EsU4-oWsvbII7hZqZEwWN4wQJCOvlNw6CfiPTcq9tHgOpaV4F3kVM8sflmgdHjn8MrQSbNnEGVHRLxv9N0niHYQ=s4800-w800,https://map.naver.com/p/entry/place/18726869,윤은성에게 빼앗긴 회사를 되찾기 위해 반격을 시도하는 백현우 장면이 촬영된 동작대교 일대,https://i.ytimg.com/vi/6w06fWTikb0/hqdefault.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8f%99%ec%9e%91%eb%8c%80%ea%b5%90-%ec%95%84%eb%9e%98-7262/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04139,눈물의 여왕,Queen of Tears,drama,김수현;김지원,서울드래곤시티 랑데부,,서울 용산구 청파로20길 95,37.532168,126.960884,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/20200718_034210unidentified_places_in_south_korea_IMG_4400.jpg/960px-20200718_034210unidentified_places_in_south_korea_IMG_4400.jpg,,10화에서 홍해인이 윤은성의 협박을 폭로하는 기자회견장 장면이 촬영된 곳,https://i.ytimg.com/vi/YVm0Oml8yLI/hqdefault.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%84%9c%ec%9a%b8%eb%93%9c%eb%9e%98%ea%b3%a4%ec%8b%9c%ed%8b%b0-%eb%9e%91%eb%8d%b0%eb%b6%80-7263/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04140,눈물의 여왕,Queen of Tears,drama,김수현;김지원,데이터세이브 용산지점,,서울 용산구 청파로 77,37.533664,126.960642,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/%EC%9B%90%ED%9A%A8%EC%83%81%EA%B0%80%284%EB%8F%99_%EC%B2%AD%ED%8C%8C%EB%A1%9C_%EC%B8%A1%EB%A9%B4%29_2025.jpg/960px-%EC%9B%90%ED%9A%A8%EC%83%81%EA%B0%80%284%EB%8F%99_%EC%B2%AD%ED%8C%8C%EB%A1%9C_%EC%B8%A1%EB%A9%B4%29_2025.jpg,https://map.naver.com/p/entry/place/1384862017,6화에서 백현우가 데이터 복구를 요청하는 장면이 촬영된 곳,https://image.tmdb.org/t/p/w780/8lU9cLa9l6neuOL50wo8u7mO9ue.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8d%b0%ec%9d%b4%ed%84%b0%ec%84%b8%ec%9d%b4%eb%b8%8c-%ec%9a%a9%ec%82%b0%ec%a7%80%ec%a0%90-7264/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04141,눈물의 여왕,Queen of Tears,drama,김수현;김지원,용산전자상가 제4공영주차장,,서울 용산구 원효로3가 50-2,37.534030,126.960921,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/20200718_033548unidentified_places_in_south_korea_IMG_4389.jpg/960px-20200718_033548unidentified_places_in_south_korea_IMG_4389.jpg,https://map.naver.com/p/entry/place/21185829,,https://image.tmdb.org/t/p/w780/bq3werQvvG0ATPUUPZMrYs8Np0u.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%9a%a9%ec%82%b0%ec%a0%84%ec%9e%90%ec%83%81%ea%b0%80-%ec%a0%9c4%ea%b3%b5%ec%98%81%ec%a3%bc%ec%b0%a8%ec%9e%a5-7265/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04142,눈물의 여왕,Queen of Tears,drama,김수현;김지원,회나무식당,음식점,서울 용산구 녹사평대로 238-1,37.538883,126.987229,https://lh3.googleusercontent.com/place-photos/AG9NLjA-xPFNXv1Mw3BcgJmcfoI-crzBvuSada92c0yBPaR4UKQdbIc9oTQoMTSv5F7H3ObIvdaVse5trjGojw2NlK4OGktJKqvPZN0YNBjTayjuQi16obnC57mbelbA9NuosAraaVGARecKPi8=s4800-w800,https://map.naver.com/p/entry/place/1912787093,8화에서 백현우와 홍해인이 국밥(두루치기)을 먹는 장면이 촬영된 곳,https://i.ytimg.com/vi/a5WcGhgMwgs/hqdefault.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ed%9a%8c%eb%82%98%eb%ac%b4%ec%8b%9d%eb%8b%b9-7266/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04143,눈물의 여왕,Queen of Tears,drama,김수현;김지원,몬드리안서울 이태원,호텔,서울 용산구 장문로 23,37.528566,126.993107,https://lh3.googleusercontent.com/place-photos/AG9NLjBSpd7iOyNTWw-LkwigKQdFHWd_bCigZ4o7MkaZOiN-ZTnr3m_vC9fOilxoz9efCQxHewfzX4YXnattHRryRbKOdJFjXFOehA-G0uhtYcVi5uJQTnoGrni3_VMeqWgHkXesaliJYvpJkI24GQ=s4800-w800,https://map.naver.com/p/entry/place/1720353933,14화에서 백현우와 홍해인이 독일에서 브런치를 먹는 장면이 촬영된 곳,https://image.tmdb.org/t/p/w780/756I4LmpymunMjPFIKSgFNvlME0.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%aa%ac%eb%93%9c%eb%a6%ac%ec%95%88%ec%84%9c%ec%9a%b8-%ec%9d%b4%ed%83%9c%ec%9b%90-7267/;https://www.koreabycar.com/ko/journal/queen-of-tears-filming-locations,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04144,눈물의 여왕,Queen of Tears,drama,김수현;김지원,그랜드하얏트서울 테니스장,,서울 용산구 소월로 322,37.539763,126.996241,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/View_from_N_Seoul_Tower_a3.jpg/960px-View_from_N_Seoul_Tower_a3.jpg,https://map.naver.com/p/entry/place/1165856628,4화에서 홍만대 회장과 동거녀 모슬희가 테니스를 치는 장면이 촬영된 곳,https://image.tmdb.org/t/p/w780/rrYN5H3pRm5JIHuubWnvASugzgi.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ea%b7%b8%eb%9e%9c%eb%93%9c%ed%95%98%ec%96%8f%ed%8a%b8%ec%84%9c%ec%9a%b8-%ed%85%8c%eb%8b%88%ec%8a%a4%ec%9e%a5-7268/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04145,눈물의 여왕,Queen of Tears,drama,김수현;김지원,르가드더메인한남,,서울 용산구 한남대로10길 16,37.531551,127.009903,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Nudging%2C_Seoul_toilet.jpg/960px-Nudging%2C_Seoul_toilet.jpg,https://map.naver.com/p/entry/place/1197950741,5화에서 홀로 독일로 떠나려는 홍해인을 고모 범자가 뒤쫓는 주차장 장면이 촬영된 곳,https://image.tmdb.org/t/p/w780/ybJVz6kftaJM2Y0MXtJn4pcODcb.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%a5%b4%ea%b0%80%eb%93%9c%eb%8d%94%eb%a9%94%ec%9d%b8%ed%95%9c%eb%82%a8-7269/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04146,눈물의 여왕,Queen of Tears,drama,김수현;김지원,BBM야구장,,서울 용산구 한강대로81길 32,37.542113,126.971532,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Korail-134-Namyeong-station-entrance-1-20191022-145354.jpg/960px-Korail-134-Namyeong-station-entrance-1-20191022-145354.jpg,https://map.naver.com/p/entry/place/1766446782,백현우와 홍해인이 야구 배팅 연습을 하는 데이트 장면이 촬영된 곳,https://i.ytimg.com/vi/oSOBCdWuGX8/hqdefault.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-bbm%ec%95%bc%ea%b5%ac%ec%9e%a5-7270/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04147,눈물의 여왕,Queen of Tears,drama,김수현;김지원,대원정사 주차장,,서울 용산구 두텁바위로60길 49,37.549249,126.983355,https://lh3.googleusercontent.com/place-photos/AG9NLjDH8s2OpHpUfWFIA8J-YElNIoqq0YCmPhH3LuL-OZVhMuFKHhAX77m-Lzn_niBOPN61V1VPb3U9nGGClnpC5N42K7Vsx4Y79BDZ93cYcspZcHA948pN_X5zeGqiAMY9_E9-ZDkUZbmc_aci-Q=s4800-w800,https://map.naver.com/p/entry/place/1807937173,8화에서 서울 도심 야경 장면 촬영에 쓰인 용산 대원정사 옥상주차장,https://image.tmdb.org/t/p/w780/gXMbueVIiB7SN5zIdESmdjvbBiD.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%eb%8c%80%ec%9b%90%ec%a0%95%ec%82%ac-%ec%a3%bc%ec%b0%a8%ec%9e%a5-7271/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
st_04148,눈물의 여왕,Queen of Tears,drama,김수현;김지원,소파로,,서울 중구 남창동 202-11,37.556168,126.979023,https://lh3.googleusercontent.com/place-photos/AG9NLjB76fXh8GPwr9jqaq2HkKhwZHZoDfRSlDqyXP8qL0O1kU2QgpVavpVB_NA6em56i-M7Jt7oIz_aT9lpS_DiTFM-z4P-DJNv8TVf35SQ9HLr-l1pFIL8S5lx0KsaCBcLKb3f77hPtI98F3acgA=s4800-w800,https://map.naver.com/p/entry/place/1008084127,CU 뉴명동YWCA점 편의점 장면이 촬영된 곳,https://image.tmdb.org/t/p/w780/npbBpyODXW6HOLeSalqrX2jtR0p.jpg,https://kdramamap.com/location/%eb%88%88%eb%ac%bc%ec%9d%98%ec%97%ac%ec%99%95-%ec%86%8c%ed%8c%8c%eb%a1%9c-7272/,2026-07-28,13,,,,김희원;장영우,https://image.tmdb.org/t/p/w500/3x8GHyMTMsuXVX8pZ1OhUUHgOBx.jpg
