place_name,place_address,google_place_id
내응새마을회관,충북 괴산군 연풍면 유상3길 6,ChIJE_nWSENhZDURsvbuIlMEYMA
인포 정육점식당,충북 옥천군 안내면 현리길 86-1,ChIJ7YL_N98iZTURvpjUTY0k1Zo
이화동길33번길쪽,충남 아산시 둔포면 신왕리 279,ChIJtToHda4lezURUb-afbVVNVE
이화동길33번길쪽(2),충남 아산시 둔포면 신왕리 130-2,ChIJtToHda4lezURUb-afbVVNVE
이화동길33번길쪽(3),충남 아산시 둔포면 신왕리 산 3-1,ChIJtToHda4lezURUb-afbVVNVE
용연리(1),경북 문경시 문경읍 용연길 80,ChIJI42wnSxpZDURA6laIU1rEe4
용연리삼거리,경북 문경시 문경읍 용연리 252-2,ChIJ_c46Q8loZDURPvp64cBvnGQ
용연리(2),경북 문경시 문경읍 용연길 91,ChIJtVCAZytpZDURSNdB2iOBcJ8
용연리(2-2),경북 문경시 문경읍 용연길 101,ChIJtVCAZytpZDURSNdB2iOBcJ8
용연리(3),경북 문경시 문경읍 용연안길 16-2,ChIJPebqJytpZDUR7qjMiifJ-PE
용연리(4),경북 문경시 문경읍 용연리 280,ChIJO5CH2yppZDURXAnYFgvX8qs
용연리(5),경북 문경시 문경읍 용연안길 22,ChIJJf4s6CppZDURbB9uOT8WXT4
용연리(6),경북 문경시 문경읍 용연길 107,ChIJiUNb6yppZDURTRMSAXHA7Ug
용연리(7),경북 문경시 문경읍 용연길 111,ChIJO2mikSppZDURExElt64coD0
용연리(8),경북 문경시 문경읍 용연길 145,ChIJYxH-jippZDURdV06u_EVrVQ
위만리(1),경북 문경시 산양면 위만리 86,ChIJj1dvmQRAZDUR4YAiAIrHY2w
위만리(2),경북 문경시 산양면 위만리 440,ChIJgSOv4wRAZDURjdK7fwdvlAw
위만리(4),경북 문경시 산양면 위만길 1,ChIJrSbcEgVAZDUR3HVr32FxIbs
위만리(5),경북 문경시 산양면 위만리 산 30,ChIJh28RbQVAZDURXgi-YTdq4WA
문희로,경북 문경시 문경읍 문희로 24,ChIJ_9rEBoFnZDURkIgbxW6y_7w
장군복싱클럽,경북 문경시 중앙10길 9,ChIJLeBVy85FZDURXME-OfAVFOw
Mayfarthstraße,"Eytelweinstraße 1, 60314 Frankfurt am Main, 독일",ElRNYXlmYXJ0aHN0cmHDn2UgJiBFeXRlbHdlaW5zdHJhw59lLCA2MDMxNCBGcmFua2Z1cnQgYW0gTWFpbi1Cb3JuaGVpbS9Pc3RlbmQsIEdlcm1hbnkiZiJkChQKEglHny2qnA69RxFiHKClVN_vOBIUChIJR58tqpwOvUcRYhygpVTf7zgaFAoSCeOsFpKEDr1HESCSwxAcD6GwGhQKEgnpt9y7hA69RxGElfMHSiv_BSIKDS773R0VoHcwBQ
Dircksenstraße 136-132,"Dircksenstraße 136, 10178 Berlin, 독일",ChIJIx8nNuBRqEcRq0NZenHRfII
신정중앙로19길,서울 양천구 신정중앙로19길 8,ChIJa4DhjSycfDURwXKc9zlCsVQ
여의대로,서울 영등포구 여의도동 23-4,ChIJP-Tt8TyffDURwzbtnZUC6R0
신설동1억해장국267,서울 동대문구 난계로26길 7,ChIJOTWtUkmjfDURXQ6gzEILw_0
GS25장위화랑점,서울 성북구 돌곶이로27길 59-7,ChIJQRIWldG7fDURo98_kC6pfTE
마방로10길,서울 서초구 마방로10길 34-5,ChIJYc2_ScqmfDUR6QSWKKU6YPg
언남11길,서울 서초구 언남11길 34-13,ChIJO_1qpcumfDURNMkoqgVA0AY
남부순환로358길,서울 서초구 남부순환로 2640-11,ChIJT7hSqUyhfDURL_1oWIrO5ec
이화빌딩,서울 서초구 강남대로34길 69,ChIJPQ67pBajfDURoHgkD29ZfuM
강남대로34길,서울 서초구 강남대로34길 53,ChIJ03seakuhfDUR5mjhiLsZ6pA
서초중앙로31길,서울 서초구 서초중앙로31길 18,ChIJP3fMnmWhfDURjyeFcjr46ec
신반포로,서울 서초구 신반포로 213,ChIJUaV8c3mhfDURuHYm1rokfrw
서진빌딩2,서울 종로구 돈화문로 55,ChIJ-9Tn5UujfDURdlYX1a71E-o
맥스복싱짐,경기 용인시 처인구 중부대로1299번길 10,ChIJs4L80MFRezURHXeTv42exrE
음촌경로당,경기 안성시 삼죽면 음촌길 63,ChIJ0ahrRGydZDUR_vzXFL6PF1E
시곡리(1),충북 제천시 송학면 시곡리 1117-7,ChIJB70as8-UYzURjm772V1VSB4
소연미용실,충북 제천시 내제로 276,ChIJpe5SLOmRYzURwbn00kabM-E
명륜로13길,충북 제천시 명륜로13길,ChIJsdSEceeRYzURC-0JquCMgXk
풍양로13길,충북 제천시 풍양로13길 6-1,ChIJExzseOCRYzURIQcUZMAZI3A
풍양로 횡단보도,충북 제천시 풍양로 100-1,ChIJkWrACt-RYzURNyANhVUlJ7s
물태리주차장,충북 제천시 청풍면 물태리 299,ChIJ_fLnBN53ZDURwfS8EGoiCPU
월악산중기,충북 제천시 덕산면 약초로 69,ChIJ8yLmZ6VxZDURaBVu9CblS84
부라다오피스텔,대전 동구 대전천동로 528,ChIJ3_M3dQBJZTUR5fMvPHc4zoI
한내여자중학교,충남 보령시 옥마로 200,ChIJUzJ2jc5_cDUR2XMVyiyLvr0
Jumeira St,873 Jumeira St - Umm Suqeim - Umm Suqeim 3 - Dubai - 아랍에미리트,ChIJX3vNYlFqXz4Rr9XpEPe1iZY
포유인포텍,서울 종로구 윤보선길 31,ChIJAV8at4O8fDURirLS5kqJAEU
신세계이발,서울 마포구 마포대로24길 23,ChIJj8O0KN6ifDURYns0GJ6rc0o
파고다기원,서울 종로구 돈화문로11길 41,ChIJuUx-nd2ifDURWkDcBaIpAbM
정주빌딩,서울 종로구 종로39길 53,ChIJI2P52dO8fDURljsBe4kR_Do
서해아파트,인천 검단구 검단로487번길 44,ChIJU2OtTvOBfDURPIibyMXniiQ
현대슈퍼,인천 부평구 화랑로59번길 4,ChIJn9sdExh8ezURF9ImuUvpS9M
한마음약국,경기 파주시 경의로 1821,ChIJ_znRp4iNfDURUz66JEq2zGs
도란도란,경기 파주시 청암로17번길 33,ChIJDfZpHI-PfDURv5Yd5zkyWEY
송림메디컬프라자,경기 파주시 와석순환로515번길 61,ChIJ3XuhnUKOfDURqX8ldBC8v8g
큰길장례문화원,경기 양주시 광적면 부흥로 955-13,ChIJVanPkirCfDURIZZBHG8rr7I
사우프라자,경기 김포시 사우중로 82,ChIJacQObXKEfDUR5V3NRMLDhjs
도촌마을회관,경기 고양시 일산서구 곳산길 8,ChIJ_ZzLs9mFfDUR06aWJypqjRY
조은의류매장,경기 고양시 일산서구 원일로73번길 6,ChIJT-JTcuiPfDURTJ1YopvCcB8
오정부동산,경기 고양시 일산동구 성석로 183,ChIJ7_qes2qdfDURbdI5L1c1zGI
능곡로39번길,경기 고양시 덕양구 능곡로39번길,ChIJlaGOmveafDURAGp8r51Ions
아름세탁소,경기 고양시 덕양구 능곡로39번길 13,ChIJ-cFgkfeafDURKS4XVnw0J-I
연리지로,경기 고양시 일산동구 장항동 1808-2,ChIJ3YNZ6GuFfDURx52wBVye7Ag
남양중앙로,경기 화성시 만세구 남양읍 남양리 2393,ChIJJRAuttNsezURX-WahgznL3o
경기하남경찰서,경기 하남시 검단로 27,ChIJYQJuzX2xfDURfFoTwBel9WU
화성인더스트리,경기 오산시 세남로 72,ChIJWfUjbE1BezUR4-v2vEk7SQU
홍천블루마운틴cc,강원 홍천군 두촌면 광석로 898-160,ChIJ3Zcn4v0BYzURPU4q5tFvOEc
원일씽크공장,충북 청주시 상당구 남사로 102,ChIJIyfo9cYoZTURpbJ5liii2UA
중원타워,충북 청주시 상당구 호미로 3,ChIJQ3Zg96UnezURob5AMEPhnNE
토속정,충남 논산시 중앙로492번길 28-1,ChIJTwSqoy0IcDURBm1a8LPRGFs
장흥교도소,전남광주통합특별시 장흥군 장흥읍 원도리 191,ChIJiQBiWoBBcjUR8y_88rPHxm8
아그레아블,서울 강남구 역삼로 110,ChIJy0M2KP-jfDURBZIMxdHBU5U
순보석,인천 제물포구 신포로 27,ChIJxZP_EI54ezURyriuUUmjpN0
송림휴먼시아,인천 제물포구 인중로716번길 8-10,ChIJ9dldPdh4ezURYk8scLwqKLg
파랑새 피아노학원,인천 제물포구 인중로716번길 6,ChIJL8p6FH98ezUREIiQnBYnpJc
퍼스트루머,서울 종로구 계동길 125,ChIJCycGEXekfDURdinmI3nh0p4
갤러리원,서울 종로구 팔판길 1-12,ChIJP-yH9y6jfDURdvt-Xat50HE
투비앤 아나운서아카데미,서울 서대문구 이화여대2길 6,ChIJLZjpzpCYfDURBWoRoK8x1gk
월드컵북로,서울 마포구 월드컵북로 22,ChIJF0AmUheZfDURXXvWuv4OgVQ
성미산로,서울 마포구 성미산로 161-6,ChIJnU2TaueYfDUR90_YInStoio
독막로,서울 마포구 독막로 75,ChIJ1bFuEsiYfDUR87GA-8TKXPA
두텁바위로40길,서울 용산구 두텁바위로40길 3,ChIJC8hhF1uifDURs5ffXQi6wuU
북촌로4길,서울 종로구 북촌로4길 28,ChIJCzqr1sSifDUR_OcM1-he7p0
일산로441번길,경기 고양시 일산동구 일산로441번길 22,ChIJ-5V_TfmPfDURKKTKV2dIGMA
모세로,경기 광명시 철산동 508,ChIJDYn3BwJiezURrldyGfV9mM0
명륜4길,전북 전주시 덕진구 명륜4길 11,ChIJlbcuWTUjcDURXBFxCirKZ74
아로미마실,전북 전주시 덕진구 백제대로 567,ChIJPxDJnDAjcDURxv05fodNnJ8
바닷가 이솝아저씨네집,경남 거제시 남부면 남부해안로 48,ChIJFYD3fI-1bjURjSAVpH6CGJk
연희홍연아파트 정류장(13207),서울 서대문구 연희동 729-1,ChIJkzXaA16YfDURBxB-M9NprYg
홍제천로,서울 서대문구 연희동 729-1,ChIJyZHtePaYfDURBhh-shf_ccI
블룸팔레트,서울 마포구 월드컵북로60길 13,ChIJ5XJzEXKZfDURqb60qJBMu9g
장터순대국,서울 구로구 구로동로20길 17,ChIJhwk45RmefDURbLXjEiOk940
타올종합상사,서울 구로구 구로동로20길 5,ChIJVfxz6BmefDUROk-8Kv1OmT4
올림픽대로,서울 동작구 본동 479,ChIJ4af2bIGhfDURpXqDsfrPuOE
재능교육 JCC크리에이티브센터,서울 종로구 창경궁로35길 45,ChIJ2Z8Qj8e9fDUR_JJL90mVuts
무궁화로,경기 고양시 일산동구 무궁화로 42-28,ChIJ86aKIQKQfDURDdMxX5WY_sw
덕수콜택시,서울 중랑구 겸재로27길 57,ChIJYx-ISv66fDURDD8yrXWuzkg
아울렛마트 귤현점,인천 계양구 굴재방터길 42,ChIJSU9qrgKDfDURH3_DEYfbM2I
신세계약국 앞,인천 제물포구 참외전로 134-1,ChIJ6-4nWet4ezURZQrxLBDjJoA
길고시텔,인천 제물포구 우현로90번길 19-13,ChIJA9maqex4ezURSR0lVJKptTg
송림성결교회,인천 제물포구 금송로 79,ChIJu9_XYOd4ezURq5h513p_N6M
탐앤탐스 인천주안점,인천 미추홀구 석바위로 90,ChIJXxT7l0N5ezURAiLYgchcbwY
장미아파트,인천 미추홀구 소성로 72,ChIJ0UbeHqx5ezURGiZiCkCiCtg
간석3치안센터,인천 남동구 백범로 340,ChIJNyEyPPR7ezURkWSyzbqjujU
루이스클럽,인천 남동구 석촌로 41,ChIJN7aS2_B7ezURRJlglhg3jQE
도운모텔,경기 군포시 금산로6번길 32,ChIJt7TecRBnezURCzVMPTttDpw
준코 평택역점,경기 평택시 평택2로 6,ChIJv2SSZPw6ezURXs2uEE9v7c0
오타쿠 헤어,강원 춘천시 퇴계로 213,ChIJsTXr9TbkYjURwLO40oowVYM
대봉치안센터,대구 중구 명륜로 152,ChIJwbqE-LfjZTURIkgGKVurrlw
해운대중학교,부산 해운대구 우동2로30번길 99,ChIJ-f35MmWNaDURT2Uukor3yaQ
월드컵북로58길,서울 마포구 월드컵북로58길 15,ChIJrSNxfXKZfDURrkuZcy2jk28
낙원주택,서울 마포구 와우산로35길 53,ChIJC30xBxiYfDUR7LJGR2JeMso
전문건설회관,서울 동작구 보라매로5길 15,ChIJa88eIbuffDURL0eARhQJ6VY
한성전업사,서울 중구 청계천로 170,ChIJUQe-E-CifDURvlu4ctTzi24
창경궁로34길,서울 종로구 창경궁로 266,ChIJn1fTEyujfDURvmuGbLKjAsM
강남교회,인천 강화군 화도면 해안남로1170번길 20,ChIJox6wOjuIezURmeyO8cKbqBw
월드컵북로58길,서울 마포구 상암동 1701,ChIJrSNxfXKZfDURrkuZcy2jk28
대신아파트,서울 영등포구 도신로60길 7,ChIJHRKhFASffDURWfk3cAb8b9g
신도시북로,인천 영종구 운서동 2743-2,ChIJ7992nuaEezURditPDHLkhus
GS25 후곡마을3단지점,경기 고양시 일산서구 후곡로 60,ChIJZ6bdawCPfDUR1BmnYaoop5o
엑스코로,대구 북구 산격동 1673,ChIJ1423lqnhZTURQ2StQweCFSE
마곡중앙로,서울 강서구 마곡동 767-2,ChIJ7V-0B2OcfDURhVVIvSlEjm4
경인로74길,서울 영등포구 문래동1가 86-1,ChIJA8h16V6efDURQGBHWflv6Uo
종로12길,서울 종로구 청계천로 71,ChIJja2bvuiifDURUUkT2VXGWGE
약령중앙로4길,서울 동대문구 약령동길 38,ChIJx_G2V6i8fDURoFLhqpCQEAQ
하얀김,인천 계양구 계산로111번길 7,ChIJr-kt34l9ezUREEbZWoNZ8Fo
히든가든,인천 연수구 넘말로79번길 58,ChIJ_S8uQQB5ezUR7GndzA_IJTk
새말길329번길,경기 광주시 새말길329번길 19,ChIJHYr929GpfDURo3saYXuLQN4
대산동한주종택,경북 성주군 월항면 한개2길 43,ChIJNf8c8zntZTUR1mTTR8rkJPY
성아해물생선,서울 동대문구 왕산로33길 28,ChIJVzwIJVi7fDURW15LL89cjj0
코끼리문방구,서울 은평구 연서로41길 11,ChIJlY9L-pOXfDURuq5usG790VY
계림빌딩앞,서울 서대문구 연세로5가길 1,ChIJlX4dRZSYfDURUOAGucHnok0
명물길,서울 서대문구 창천동 31-94,ChIJw4yRRZGYfDURZ74weUDDAmU
한강대로7길,서울 용산구 한강대로7길 30-39,ChIJHR8A-vihfDUR0-ei13gYxVA
새창로49길,서울 용산구 새창로49길 3,ChIJbd4pVwWifDURaAKkoXWZvIg
뚝섬로,서울 용산구 한남동 773-17,ChIJpVwH9n2jfDURJo2o8BepKQQ
모노맨션 동국대점,서울 중구 서애로 13,ChIJ6ze5LLqjfDUR5-eJnAx41DU
독서당로62가길,서울 성동구 독서당로62가길 66,ChIJkRWwV2SjfDURRkFOSgu2lcI
원창로,인천 서해구 원창로 92,ChIJn1iTsfB-ezURnV-QMDxoDC8
자연대로,인천 영종구 자연대로 47,ChIJQQP4uYiDezURucaA96955IY
어촌로,인천 제물포구 만석동 36-11,ChIJ9X_vUb14ezURDe0YpnUTj64
천안G1비즈캠퍼스,충남 천안시 서북구 2공단4로 40-11,ChIJjXelUAAnezURfuTYnMm2b1o
천안교도소,충남 천안시 서북구 성거읍 상고1길 127,ChIJgcdnVX4vezUR8PhsNNqiBSQ
서혜원,충남 태안군 이원면 발전로 939,ChIJHU6y0b9HejUR3J6ETMyRSHY
월명로,전북 군산시 수송동 52-21,ChIJn08XYvdbcDUR6sDahv34SQA
한운길,전남광주통합특별시 신안군 자은면 한운리 307-11,ChIJ333c5sGPczURQgDXKhaMcy8
반도보라할인마트,부산 영도구 해안산책길 20,ChIJy7PJVhvpaDURS35ffSlmPCE
하카타항국제터미널 주차장,"14 Okihamamachi, Hakata Ward, Fukuoka, 812-0031 일본",ChIJEUZQSQCRQTURE7JxFTj4I8E
多門ビル,"3-chōme-4 Nakasu, Hakata Ward, Fukuoka, 810-0801 일본",ChIJIUjukpSRQTURM4MEHKUJzDQ
ラインビル,"2-chōme-5 Nakasu, Hakata Ward, Fukuoka",ChIJq6oe95SRQTURil955oASmFk
はかた近代ビル,"1-chōme-1 Hakataekihigashi, Hakata Ward, Fukuoka",ChIJo73GosiRQTUR6T5-OX2mfYM
신흥아파트3차,서울 마포구 성미산로29길 45,ChIJN95zgeWYfDUR6xHHs0oBKOk
새마을금고,서울 은평구 진흥로 77,ChIJDfJDuYqXfDURBma2d6gb2CU
동교로41길,서울 마포구 동교로41길 31,ChIJBWKDM--YfDUR5qrIGmuG5Wc
통일로,경기 고양시 덕양구 통일로 937-81,ChIJefn-E8mWfDURfpiUFKEOQkI
죽백초등학교,경기 평택시 죽백1길 41,ChIJ32tAGrIwezURg5WBLnJLwco
대청로(1),충남 보령시 작은오랏1길 3,ChIJid7RVtl_cDURGLmAGoBses8
동대사거리,충남 보령시 동대동 1958,ChIJbfBFtoCAcDUREuRVJZNL94k
동대지구대,충남 보령시 신설1길 53,ChIJueRdUjuBcDURwsPxxk5ewdw
주공사거리,충남 보령시 명천동 1021,ChIJq6KwKd-LejUR1zYWkZcRTaM
흥부체육관,경북 울진군 북면 부구리 886-2,ChIJxQcnFwD_YDURIG9L6hILKwI
당교로,경북 문경시 당교로 188-1,ChIJZx8nbgZFZDUROVwYHmBn4sY
우암로61번길,부산 남구 우암로61번길 16,ChIJkwKAdQ3saDURHqvONepgfFA
양지골로169번길,부산 남구 양지골로169번길 56,ChIJS-6U4hLsaDURYMAvGGFLw_o
홍곡로,부산 남구 감만동 173-29,ChIJrYTVw9rraDURv_pieqb8kyM
이원아파트 사거리,부산 남구 양지골로 192,ChIJdbqqTBPsaDUR2aaE6fD64YY
홍곡로(2),부산 남구 홍곡로 142,ChIJl55gfxLsaDURN4ecsRjjiQ8
우암로26번길,부산 남구 우암로26번길 14,ChIJn6VRMhLsaDURY-cH8nFQ5Js
양지골로55번길,부산 남구 양지골로55번길 56,ChIJHzd8xBPsaDURp_sIuqf8sGA
