id,title,place_name,place_address,place_latitude,place_longitude
st_00478,S라인,연세로4길(2),서울 서대문구 창천동 18-65,37.557176,126.937633
st_00479,S라인,르바게트메종(폐업),서울 서대문구 명물길 28,37.558008,126.938317
st_00481,S라인,필더필딩,서울 서대문구 연세로4길 40,37.557859,126.938886
st_00482,S라인,인생네컷 신촌점(폐업),서울 서대문구 명물길 46,37.558539,126.939088
st_00485,S라인,보라매역부근,서울 영등포구 여의대방로 145,37.500210,126.919990
st_00488,S라인,바이온,서울 광진구 구의강변로 47,37.535094,127.091648
st_01411,경이로운소문2,경인자동차 공업사 앞,서울 구로구 경인로 536,37.501317,126.877829
st_01412,경이로운소문2,미래에코지식산업센터 앞,서울 구로구 경인로53길 32,37.502858,126.876204
st_01415,경이로운소문2,공덕역주차장,서울 마포구 독막로 319,,
st_01418,경이로운소문2,콤콤오락실 열정도점,서울 용산구 백범로87길 51,37.539559,126.969281
st_01425,경이로운소문2,산곡6구역,인천 부평구 길주로341번길 29,,
st_01428,경이로운소문2,송현방앗간 앞,인천 제물포구 쌍우물로 32,37.481886,126.632103
st_01430,경이로운소문2,용현동 집,인천 미추홀구 수봉로128번길 34,37.457046,126.661860
st_01431,경이로운소문2,수봉남로,인천 미추홀구 수봉남로18번길 81-59,37.457053,126.659785
st_01432,경이로운소문2,인천미추홀경찰서 학동지구대,인천 미추홀구 인하로 150-1,37.448944,126.664617
st_01434,경이로운소문2,송도랜드마크씨티1호근린공원,인천 연수구 송도동 330-1,37.412257,126.632712
st_01439,경이로운소문2,송도컨벤시아 사거리,인천 연수구 센트럴로 123,37.388143,126.645553
st_01441,경이로운소문2,송도국제대로,인천 연수구 송도미래로 10,37.369465,126.645694
st_01442,경이로운소문2,서정대학교 서정관,경기 양주시 은현면 화합로 1049-56,,
st_01447,경이로운소문2,파주행복요양원,경기 파주시 광탄면 양지말길 89,37.750243,126.859072
st_01448,경이로운소문2,한길육교,경기 파주시 와동동 1471-1,37.726366,126.765203
st_01450,경이로운소문2,일산호수공원선인장전시관,경기 고양시 일산동구 호수로 731,37.664447,126.760442
st_01454,경이로운소문2,벚꽃마을 세종그라시아 옆,경기 부천시 상이로 46,37.493981,126.744771
st_01458,경이로운소문2,대왕판교로,경기 성남시 분당구 대왕판교로 660,37.400466,127.106813
st_02514,김부장,대성정밀,서울 구로구 경인로55길 61,37.504458,126.875885
st_02515,김부장,세검정초등학교 정류장(01133),서울 종로구 세검정로 267,37.602373,126.961002
st_02516,김부장,세검정초등학교 정류장(01144),서울 종로구 신영동 124-1,37.602459,126.961287
st_02518,김부장,동문열쇠건물,서울 종로구 창신길 25,37.572852,127.010638
st_02519,김부장,정릉로8길,서울 성북구 정릉로8길 50,37.608830,126.997812
st_02520,김부장,강북해병대전우회,서울 강북구 삼양로170길 62,37.663038,127.013447
st_02526,김부장,길주로,인천 부평구 길주로 382,37.508342,126.704393
st_02531,김부장,송도국제대로,인천 연수구 송도동 13-8,37.368599,126.639920
st_02532,김부장,남계로,경기 연천군 군남면 남계리 1161-9,38.008316,127.016888
st_02533,김부장,남계대교,경기 연천군 전곡읍 마포리 산 40,38.007356,127.003143
st_02539,김부장,새한오토바이,경기 파주시 광탄면 혜음로 1163,37.784850,126.845458
st_02540,김부장,혜음로,경기 파주시 광탄면 신산리 373-2,37.782124,126.846988
st_02541,김부장,등원로,경기 파주시 광탄면 신산리 582-4,37.781776,126.843221
st_02542,김부장,옥계동 정류장(31600),경기 파주시 광탄면 용미리 460-3,37.744764,126.873439
st_02543,김부장,팔송로(1),경기 파주시 탄현면 성동리 647,37.778940,126.683289
st_02544,김부장,팔송로(2),경기 파주시 탄현면 성동리 692-18,37.773075,126.682921
st_02545,김부장,문발초등학교앞,경기 파주시 노을빛로 16,37.726944,126.706823
st_02547,김부장,목동동집,경기 파주시 산내로123번길 6-12,37.725842,126.735437
st_02550,김부장,덕은로,경기 고양시 덕양구 덕은로 36,37.586855,126.876168
st_02554,김부장,가평 백둔리,경기 가평군 북면 백둔로 483,37.903650,127.455327
st_02557,김부장,북한강변,경기 가평군 청평면 삼회리 601-4,37.662820,127.379367
st_02558,김부장,북한강로,경기 양평군 서종면 문호리 산 151-326,37.583298,127.340107
st_02559,김부장,수대울길,경기 양평군 서종면 수대울길 20,37.587416,127.345298
st_02560,김부장,북한강로,경기 양평군 서종면 북한강로 577,37.591596,127.344678
st_02561,김부장,원미로149번길,경기 부천시 원미구 원미로149번길 23,37.496066,126.789740
st_02563,김부장,원미로155번길,경기 부천시 원미구 원미로155번길 28,37.496826,126.790338
st_02564,김부장,대한특공무술,경기 부천시 원미구 원미로155번길 37-1,37.496672,126.789846
st_02565,김부장,심곡본동집,경기 부천시 소사구 성무로 40,37.479397,126.784513
st_02570,김부장,신세대상가앞,경기 안양시 동안구 관평로182번길 48,37.393750,126.962945
st_02574,김부장,신현동집,경기 광주시 새말길329번길 19,37.383046,127.176213
st_02575,김부장,명동타운 정류장(32092),경기 이천시 중리천로 58,37.279645,127.444159
st_02577,김부장,기린면집,강원 인제군 기린면 상하답로 175-20,38.008841,128.294807
st_02578,김부장,고성 폐리조트,강원 고성군 간성읍 흘리령길 52,38.264866,128.377077
st_02579,김부장,설악금강대교로,강원 속초시 청호로 121-15,38.200396,128.594000
st_02582,김부장,선사유적로,강원 양양군 손양면 가평리 산 2-2,38.097124,128.653926
st_02585,김부장,내장호반로(1),전북 정읍시 내장동 산 232-2,35.507688,126.906414
st_02586,김부장,내장호반로(2),전북 정읍시 내장동 156-1,35.504552,126.910961
st_02587,김부장,캐슬라콘티넨탈,전남광주 순천시 왕지로 331,34.981647,127.553124
st_02588,김부장,항만9로,전남광주 광양시 중동 1816-7,34.922045,127.691714
st_02589,김부장,항만9로(2),전남광주 광양시 중동 1816-6,34.921612,127.692777
st_02594,김부장,캄보디아 프놈펜,"Preah Monivong Blvd (93), Phnom Penh 120101",,
st_02596,김비서가왜그럴까,동아디지털미디어센터,서울 마포구 매봉산로 75,37.578452,126.892899
st_02597,김비서가왜그럴까,커피베이,서울 마포구 매봉산로2길 15,37.578527,126.894978
st_02604,김비서가왜그럴까,다루마,서울 마포구 월드컵북로44길 73,37.577515,126.893659
st_02801,나빌레라,아이티고시원,서울 영등포구 시흥대로 629,37.488637,126.905662
st_02802,나빌레라,자매근린공원,서울 영등포구 여의도동 56,37.517529,126.930460
st_02805,나빌레라,철도건널목,서울 용산구 이촌로29길 25,37.524830,126.960232
st_02808,나빌레라,백범광장버정,서울 중구 퇴계로8길 94,37.555829,126.980114
st_02846,나쁜엄마,태평양물산 본사,서울 구로구 디지털로31길 12,37.485176,126.894870
st_02851,나쁜엄마,파크준오피스텔 뒷골목,서울 서대문구 이화여대3길 14,37.558132,126.944966
st_02855,나쁜엄마,알로프트 서울명동 루프탑,서울 중구 남대문로 56,37.562285,126.981923
st_02856,나쁜엄마,배터지는날,서울 용산구 원효로48길 11,37.534440,126.960899
st_02858,나쁜엄마,짜장나라,서울 동작구 상도로50길 10,37.498371,126.950873
st_02860,나쁜엄마,프리데카 라운지,서울 강남구 도산대로57길 8 b1,37.524138,127.041443
st_02864,나쁜엄마,아레카라운지,인천 미추홀구 미추홀대로734번길 29 5층,37.463123,126.682019
st_02865,나쁜엄마,인하대학교,인천 미추홀구 용현동 253,,
st_02866,나쁜엄마,bbrick,인천 남동구 문화서로28번길 19-12,37.448175,126.697432
st_02867,나쁜엄마,참숯황소막창구이,인천 연수구 독배로 53,37.425481,126.644377
st_02869,나쁜엄마,조이마당(촬영장 스튜디오),경기 파주시 파주읍 봉서산로 245,37.833300,126.803485
st_02873,나쁜엄마,디플랫(폐점),경기 파주시 회동길 446,37.720239,126.694585
st_02877,나쁜엄마,고기동 단독주택,경기 용인시 수지구 이종무로140번길 36-6,37.362267,127.040931
st_02878,나쁜엄마,명주병원,경기 용인시 처인구 금령로39번길 8-6,37.235396,127.201080
st_02881,나쁜엄마,오크밸리 피에트분하우스,강원 원주시 지정면 오크밸리1길 95,37.433770,127.820810
st_02882,나쁜엄마,미래농원,대구 북구 호국로 300-22,35.929979,128.600747
st_02884,나쁜엄마,호남농약사,전남광주통합특별시 보성군 득량면 예당중앙길 4-1,34.778882,127.199825
st_02889,나쁜엄마,양지공인중개사,경북 안동시 풍산읍 풍산중앙길 102,36.579603,128.571921
st_02890,나쁜엄마,부부온누리약국,경북 안동시 풍산읍 풍산중앙길 117,36.579400,128.573650
st_02892,나쁜엄마,풍산읍 골목,경북 안동시 풍산읍 풍산중앙길 151-1,36.578119,128.577074
st_02893,나쁜엄마,구남연식품,경북 상주시 중앙시장길 40,36.414908,128.161973
st_02894,나쁜엄마,신세계양품/은장상회,경북 상주시 중앙시장길 50,36.415424,128.162140
st_02895,나쁜엄마,울진항수산,경북 울진군 울진읍 현내항길 252-8,36.989612,129.414282
st_02897,나쁜엄마,포항 북구 두호동,경북 포항시 북구 해안로 231,36.063565,129.387996
st_02899,나쁜엄마,한밤마을,경북 군위군 부계면 한밤2길 10,36.056134,128.654131
st_02900,나쁜엄마,대율1리 정류소,경북 군위군 부계면 한티로 2150-1,36.060470,128.655382
st_02904,나쁜엄마,커뮤니케이션센터,대구광역시 동구 동내동 1120,35.878561,128.736471
st_02906,나의아저씨,솔빛인테리어,인천 제물포구 제물량로341번길 29,37.482359,126.619465
st_02907,나의아저씨,대원슈퍼,인천 제물포구 제물량로341번길 37,37.482580,126.619338
st_02908,나의아저씨,만석동집,인천 제물포구 제물량로341번길 43,37.482798,126.619095
st_02910,나의아저씨,전주식당,인천 제물포구 화도진로43번길 3,37.476218,126.633451
st_02912,나의아저씨,송현동집,인천 제물포구 안송로95번길 12-13,37.479936,126.642531
st_02913,나의아저씨,대전슈퍼,인천 제물포구 안송로 70,37.478311,126.642848
st_02915,나의아저씨,숭의동집1,인천 미추홀구 우각로152번길 6,,
st_02916,나의아저씨,숭의동집2,인천 미추홀구 우각로152번길 18,,
st_02917,나의아저씨,송림동집,인천 제물포구 우각로147번길 16-1,,
st_02918,나의아저씨,한촌설렁탕,인천 미추홀구 소성로 166-1 1층,37.441620,126.666764
st_02920,나의아저씨,너없는이곳너없는하루,인천 미추홀구 학익소로 62,37.442138,126.670209
st_02921,나의아저씨,미니스톱,인천 미추홀구 학익소로 63,37.441969,126.670662
st_02923,나의아저씨,무지개약국,인천 연수구 새말로 31,37.422442,126.675010
st_02929,나의아저씨,한국야쿠르트 본사,서울 서초구 강남대로 577,37.513251,127.019823
st_02931,나의아저씨,서울 영등포구,서울 영등포구 신길동 23-2,37.517697,126.916997
st_02933,나의아저씨,서울 용산구,서울 용산구 새창로 102-1,37.538146,126.959757
st_02938,나의아저씨,카페에스크,서울 용산구 이촌로29길 11,37.524423,126.959524
st_02943,나의아저씨,꼬꼬닭,서울 용산구 한강대로7길 39,37.525138,126.961051
st_02944,나의아저씨,철도건널목,서울 용산구 한강로3가 40-45,37.524885,126.960442
st_02947,나의아저씨,서울 은평구,서울 은평구 통일로 699,37.608381,126.931469
st_02949,나의아저씨,외교부 부근,서울 종로구 도렴동 82-6,37.573124,126.974620
st_02951,나의아저씨,미니스톱,서울 종로구 새문안로5가길 3-1,37.572486,126.974266
st_02952,나의아저씨,서울 도렴동,서울 종로구 새문안로5길 31,37.572977,126.974351
st_03416,낭만닥터김사부3,생각공장데시앙플렉스,서울 성동구 아차산로17길 49,37.546768,127.065279
st_03417,낭만닥터김사부3,소피텔 앰배서더 서울 라티튜드32,서울 송파구 잠실로 209,37.513865,127.106100
st_03421,낭만닥터김사부3,해빛 고양고갯마루쉼터,경기 고양시 덕양구 보광로 379,37.747098,126.912186
st_03422,낭만닥터김사부3,참사랑어린이집,경기 고양시 덕양구 원당로125번길 40-12,,
st_03423,낭만닥터김사부3,대당빌라,경기 고양시 덕양구 원당로135번길 53,,
st_03429,낭만닥터김사부3,카페라로사 앞,경기 동두천시 벌마들로 59,37.902109,127.040022
st_03433,낭만닥터김사부3,현대꽃화원,경기 가평군 가평읍 오리나무길 25,37.825321,127.514095
st_03435,낭만닥터김사부3,인터컨티넨탈 알펜시아 평창리조트,강원 평창군 대관령면 솔봉로 325,37.659254,128.684011
st_03436,낭만닥터김사부3,문화8구역(재개발지역),대전 중구 천근로69번길 72,,
st_03628,내남편과결혼해줘,YES24 강서NC점,"서울 강서구 강서로56길 17 8,9층",37.559976256836194,126.8405121622669
st_03630,내남편과결혼해줘,YTN 옥상정원,서울 마포구 상암산로 76,37.579194,126.892315
st_03631,내남편과결혼해줘,CJ ENM 구내식당,서울 마포구 상암산로 66,37.578396,126.891522
st_03633,내남편과결혼해줘,비엔나커피하우스 상암팬엔터점,서울 마포구 월드컵북로58길 10,37.581600,126.887076
st_03634,내남편과결혼해줘,월드컵북로60길,서울 마포구 월드컵북로60길 24,37.582947,126.887174
st_03639,내남편과결혼해줘,미래하이빌,서울 마포구 토정로11길 19,37.545788,126.925474
st_03642,내남편과결혼해줘,문래동 골목,서울 영등포구 도림로131길 18,37.514138,126.893859
st_03643,내남편과결혼해줘,일흥정공 앞,서울 영등포구 경인로77길 38,37.514059,126.890347
st_03645,내남편과결혼해줘,씨티플라자 앞,서울 영등포구 국제금융로2길 17,37.524063,126.926031
st_03648,내남편과결혼해줘,여의대로 IFC쪽,서울 영등포구 국제금융로 10,37.525178,126.924877
st_03650,내남편과결혼해줘,서울로인 여의도점,서울 영등포구 국제금융로8길 2,37.522016,126.930049
st_03651,내남편과결혼해줘,롯데캐슬아이비아파트 앞,서울 영등포구 국제금융로 86,37.520206,126.931800
st_03654,내남편과결혼해줘,땡땡거리꼬꼬닭,서울 용산구 한강대로21가길 61,37.525290,126.961135
st_03655,내남편과결혼해줘,모아시스템 앞,서울 용산구 새창로49길 7,37.533944,126.962981
st_03656,내남편과결혼해줘,새창로49길 지하도,서울 용산구 새창로 156,37.533756,126.962464
st_03659,내남편과결혼해줘,만리재로,서울 중구 만리재로 209-1,37.556114,126.968231
st_03661,내남편과결혼해줘,에스헤어앞,서울 중구 퇴계로44길 8,37.561566,126.997218
st_03666,내남편과결혼해줘,을지로입구역2번출구 앞,서울 중구 을지로 35,37.566492,126.981866
st_03673,내남편과결혼해줘,서울시립대학교 대강당앞,서울 동대문구 서울시립대로 163,37.582578,127.059988
st_03675,내남편과결혼해줘,파크캐슬9,서울 광진구 천호대로116길 94,37.552651,127.081408
st_03677,내남편과결혼해줘,빌라 디 메트로시티,서울 강남구 가로수길 33,37.520169,127.022848
st_03679,내남편과결혼해줘,잠원한강공원 제1주차장,서울 강남구 압구정동 386,37.527293,127.018867
st_03682,내남편과결혼해줘,복싱인사이드짐 역삼직영점,서울 강남구 역삼로 159 지하2층,37.495205,127.036419
st_03684,내남편과결혼해줘,청담초등학교앞 버스정류장,서울 강남구 압구정로 440,37.526389,127.045109
st_03686,내남편과결혼해줘,도산공원.호림아트센터앞 정류장,서울 강남구 언주로 805,37.522156,127.033172
st_03690,내남편과결혼해줘,삼성리,서울 강남구 봉은사로86길 28,37.511592,127.056763
st_03695,내남편과결혼해줘,일리카페 롯데백화점인천점,인천 미추홀구 연남로 35 2층,37.442506,126.701519
st_03696,내남편과결혼해줘,롯데백화점 인천점 3층,인천 미추홀구 연남로 35,37.442506,126.701519
st_03700,내남편과결혼해줘,폐공장,경기 파주시 광탄면 혜음로 1400,37.805407,126.851121
st_03708,내남편과결혼해줘,교하정,경기 파주시 교하로 1290,37.748774,126.736998
st_03710,내남편과결혼해줘,한류월드로,경기 고양시 일산서구 한류월드로 300,37.664554,126.754527
st_03713,내남편과결혼해줘,화신프라자 앞,경기 고양시 일산동구 일산로 71,37.644588,126.789383
st_03716,내남편과결혼해줘,일산수목장,경기 고양시 일산동구 지영동 산 44,37.706721,126.827670
st_03723,내남편과결혼해줘,조종농협웨딩홀,경기 가평군 조종면 청군로 1311-14,37.820536,127.343646
st_03726,내남편과결혼해줘,청평호,경기 가평군 설악면 회곡리,37.698203,127.444773
st_03727,내남편과결혼해줘,정부과천청사 2주차장옆도로,경기 과천시 중앙동 64,37.423376,126.982455
st_03729,내남편과결혼해줘,수원대학교 학군단앞 연못,경기 화성시 효행구 봉담읍 와우안길 17,37.210110,126.979532
st_03738,내남편과결혼해줘,중구종합사회복지관 앞,부산 중구 망양로314번길 2-6,35.105606,129.028487
st_03741,내남편과결혼해줘,다대포해수욕장,부산 사하구 다대동,35.060278,128.967656
st_04126,눈물의여왕,마포대교아래,서울 영등포구 여의도동 84,37.530000,126.929941
st_04130,눈물의여왕,여의도환승센터(3번승강장),서울 영등포구 여의대로 122-2,,
st_04131,눈물의여왕,더현대서울 정류장,서울 영등포구 여의대로 108,37.525191,126.929113
st_04132,눈물의여왕,더현대서울 YPHAUS라운지,서울 영등포구 여의대로 108,37.525191,126.929113
st_04134,눈물의여왕,페어몬트 앰배서더 서울 마리포사 앤 M29,서울 영등포구 여의대로 108,37.525191,126.929113
st_04137,눈물의여왕,더리버 옆,서울 용산구 용산동6가 451-1,37.506691,126.984900
st_04138,눈물의여왕,동작대교 아래,서울 용산구 용산동6가 452-1,37.515324,126.983151
st_04139,눈물의여왕,서울드래곤시티 랑데부,서울 용산구 청파로20길 95,37.532168,126.960884
st_04145,눈물의여왕,르가드더메인한남,서울 용산구 한남대로10길 16,37.531551,127.009903
st_04146,눈물의여왕,BBM야구장,서울 용산구 한강대로81길 32,37.542113,126.971532
st_04148,눈물의여왕,소파로,서울 중구 남창동 202-11,37.556168,126.979023
st_04150,눈물의여왕,앰배서더서울풀만 클럽앰배서더라운지,서울 중구 동호로 287,37.560599,127.002136
st_04151,눈물의여왕,옥토버훼스트 종로점,서울 종로구 종로5길 13,37.571033,126.980465
st_04156,눈물의여왕,우리옛돌박물관앞,서울 성북구 대사관로13길 77,37.600526,126.989737
st_04158,눈물의여왕,아차산 지하차도 옆,서울 광진구 광장동 399-12,37.546693,127.099554
st_04165,눈물의여왕,더채플앳논현(CG),서울 강남구 논현로 549,37.505123,127.034426
st_04173,눈물의여왕,예담원 장례식장,경기 파주시 문산읍 화석정로 31,37.876606,126.804543
st_04176,눈물의여왕,더스테이지,경기 파주시 문발로 330,37.722314,126.692038
