id,title,place_name,place_address,place_latitude,place_longitude,original_source_url,scene_description,proposed_scene_description,evidence_url_1,evidence_url_2,evidence_summary,source_quality,codex_status,codex_notes
st_02497,길복순,철길 떡볶이,서울 서대문구 충정로 35-6,37.562302,126.963605,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%b2%a0%ea%b8%b8-%eb%96%a1%eb%b3%b6%ec%9d%b4-3181/,,복순과 차민규가 떡볶이를 먹으며 암살 타깃의 프로필을 주고받는 장면.,https://v.daum.net/v/20230406050039710,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%b2%a0%ea%b8%b8-%eb%96%a1%eb%b3%b6%ec%9d%b4-3181/,중앙일보 현장 취재가 두 사람이 암살 타깃 프로필을 교환한 분식집으로 철길 떡볶이를 설명한다.,C+D,verified,
st_02498,길복순,문화역서울284,서울 중구 통일로 1,37.556041,126.971595,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%eb%ac%b8%ed%99%94%ec%97%ad%ec%84%9c%ec%9a%b8284-3182/,,복순을 비롯한 킬러들이 드나드는 살인청부회사 MK Ent.의 로비 장면.,https://v.daum.net/v/20230406050039710,https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=341651,중앙일보와 한국관광공사가 문화역서울284 중앙홀을 MK Ent. 본사 로비 촬영지로 설명한다.,C+B,verified,
st_02499,길복순,한국은행 화폐박물관,서울 중구 남대문로 39,37.562515,126.979724,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ed%95%9c%ea%b5%ad%ec%9d%80%ed%96%89-%ed%99%94%ed%8f%90%eb%b0%95%eb%ac%bc%ea%b4%80-3183/,,복순이 소속된 살인청부회사 MK Ent. 본사 건물의 외관 장면.,https://v.daum.net/v/20230406050039710,https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=341651,중앙일보와 한국관광공사가 한국은행 화폐박물관을 MK Ent. 본사 외관 촬영지로 설명한다.,C+B,verified,건물 위 돔 형태의 대표실은 CG로 추가됐다.
st_02500,길복순,잠수교,서울 서초구 반포동,37.505145,127.013359,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%9e%a0%ec%88%98%ea%b5%90-3184/,,복순이 잠수교가 있는 반포한강공원 일대를 차로 달리는 장면.,https://english.visitkorea.or.kr/svc/whereToGo/hdrdslt/hdrdsltView.do?crsSn=341651,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%9e%a0%ec%88%98%ea%b5%90-3184/,한국관광공사는 반포한강공원·잠수교를 복순의 운전 장면 촬영지로 명시한다.,B+D,verified,비공식 자료의 '오프닝 결투' 설명과 충돌하여 공식 관광공사 설명만 반영했다.
st_02501,길복순,이마트 트레디어스 킨텍스점,경기 고양시 일산서구 킨텍스로 171,37.661583,126.744065,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%9d%b4%eb%a7%88%ed%8a%b8-%ed%8a%b8%eb%a0%88%eb%94%94%ec%96%b4%ec%8a%a4-%ed%82%a8%ed%85%8d%ec%8a%a4%ec%a0%90-3185/,,일을 마친 복순이 평범한 엄마의 일상으로 돌아가 대형마트에서 장을 보는 장면.,https://murton-09.hatenablog.com/entry/2023/04/03/131856,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%9d%b4%eb%a7%88%ed%8a%b8-%ed%8a%b8%eb%a0%88%eb%94%94%ec%96%b4%ec%8a%a4-%ed%82%a8%ed%85%8d%ec%8a%a4%ec%a0%90-3185/,장면별 로케이션 기록이 영화 초반 일을 끝낸 복순의 마트 장보기 장면으로 설명하고 기존 장소 출처가 주소를 확인한다.,D+D,verified,비공식 가이드의 '도끼 구매' 세부 설명은 독립 확인이 부족해 제외했다.
st_02502,길복순,킨텍스 2전시장로비,경기 고양시 일산서구 킨텍스로 217-59,37.664695,126.742064,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ed%82%a8%ed%85%8d%ec%8a%a4-2%ec%a0%84%ec%8b%9c%ec%9e%a5%eb%a1%9c%eb%b9%84-3186/,,,,,"킨텍스 2전시장 로비가 길복순 촬영지라는 목록은 확인되지만, 어느 인물의 어떤 장면인지 설명하는 독립 출처를 찾지 못했다.",,unresolved,장면 추측 방지를 위해 보류.
st_02503,길복순,오르비제빌리지,경기 고양시 일산동구 애니골길 15-46,37.671516,126.789761,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%98%a4%eb%a5%b4%eb%b9%84%ec%a0%9c%eb%b9%8c%eb%a6%ac%ec%a7%80-3187/,,복순과 딸 재영이 함께 사는 고급 주택의 외관 장면.,https://murton-09.hatenablog.com/entry/2023/04/03/131856,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%98%a4%eb%a5%b4%eb%b9%84%ec%a0%9c%eb%b9%8c%eb%a6%ac%ec%a7%80-3187/,장면별 로케이션 기록이 오르비제빌리지를 복순의 집 외관으로 설명하고 기존 장소 출처가 주소를 연결한다.,D+D,verified,내부 촬영 여부는 확인되지 않아 외관으로 한정했다.
st_02504,길복순,파주운정건강공원,경기 파주시 교하로 239,37.717116,126.743626,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ed%8c%8c%ec%a3%bc%ec%9a%b4%ec%a0%95%ea%b1%b4%ea%b0%95%ea%b3%b5%ec%9b%90-3188/,,재영이 스케이트파크에서 소라와 입을 맞추는 장면.,https://murton-09.hatenablog.com/entry/2023/04/03/131856,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ed%8c%8c%ec%a3%bc%ec%9a%b4%ec%a0%95%ea%b1%b4%ea%b0%95%ea%b3%b5%ec%9b%90-3188/,장면별 로케이션 기록이 운정 스케이트파크를 재영의 키스 장면으로 설명하고 기존 장소 출처가 주소를 확인한다.,D+D,verified,
st_02505,길복순,오랑주리,경기 양주시 백석읍 기산로 423-19,37.778575,126.935302,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%98%a4%eb%9e%91%ec%a3%bc%eb%a6%ac-3189/,,복순이 재영의 학교 학부모들과 카페에 모여 이야기를 나누는 장면.,https://murton-09.hatenablog.com/entry/2023/04/03/131856,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ec%98%a4%eb%9e%91%ec%a3%bc%eb%a6%ac-3189/,장면별 로케이션 기록은 오랑주리를 학부모들의 티타임 장면으로 설명한다.,D+D,verified,"다른 비공식 가이드의 '차민희와의 만남' 설명과 충돌했으나, 영화 장면 구분이 더 구체적인 동시기 기록을 채택했다."
st_02506,길복순,부천아트벙커 B39,경기 부천시 삼작로 53,37.521900,126.767661,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%eb%b6%80%ec%b2%9c%ec%95%84%ed%8a%b8%eb%b2%99%ec%bb%a4-b39-3190/,,MK Ent.의 예비 킬러들이 생존 경쟁을 벌이며 훈련하는 장면.,https://v.daum.net/v/20230406050039710,https://artbunkerb39.org/ko/sub/sub10.html,중앙일보가 부천아트벙커B39를 예비 킬러 훈련장으로 설명하고 장소 운영 기관이 길복순 촬영 실적을 확인한다.,C+B,verified,
st_02507,길복순,현대블룸비스타 로비,경기 양평군 강하면 강남로 316,37.500309,127.421779,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ed%98%84%eb%8c%80%eb%b8%94%eb%a3%b8%eb%b9%84%ec%8a%a4%ed%83%80-%eb%a1%9c%eb%b9%84-3191/,,,,,현대블룸비스타 로비가 촬영지라는 목록은 확인되지만 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_02508,길복순,강촌레일파크,강원 춘천시 남산면 강촌리 산 156-10,37.817340,127.630109,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ea%b0%95%ec%b4%8c%eb%a0%88%ec%9d%bc%ed%8c%8c%ed%81%ac-3192/,,과거의 복순과 차민규가 어두운 철길 터널에서 처음으로 맞붙는 장면.,https://v.daum.net/v/20230406050039710,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ea%b0%95%ec%b4%8c%eb%a0%88%ec%9d%bc%ed%8c%8c%ed%81%ac-3192/,중앙일보가 옛 강촌역 옆 피암터널을 민규와 복순이 처음 맞붙은 장면의 촬영지로 설명한다.,C+D,verified,마스터의 장소명은 강촌레일파크지만 실제 지점은 옛 강촌역 옆 피암터널로 보도됐다.
st_02509,길복순,고성 폐리조트,강원 고성군 간성읍 흘리령길 52,38.264866,128.377077,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ea%b3%a0%ec%84%b1-%ed%8f%90%eb%a6%ac%ec%a1%b0%ed%8a%b8-3193/,,,,,고성 폐리조트가 촬영지라는 목록은 확인되지만 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_02510,길복순,대전 외국인학교,대전 유성구 용산2로 77,36.416382,127.398548,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%eb%8c%80%ec%a0%84-%ec%99%b8%ea%b5%ad%ec%9d%b8%ed%95%99%ea%b5%90-3194/,,복순의 딸 재영이 다니는 사립학교의 외관 장면.,https://murton-09.hatenablog.com/entry/2023/04/03/131856,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%eb%8c%80%ec%a0%84-%ec%99%b8%ea%b5%ad%ec%9d%b8%ed%95%99%ea%b5%90-3194/,장면별 로케이션 기록이 대전외국인학교를 재영의 사립학교 외관 촬영지로 설명하고 기존 장소 출처가 주소를 연결한다.,D+D,verified,재영이 가위로 학생을 찌르는 과학실 내부는 다른 학교로 기록돼 외관으로 한정했다.
st_02511,길복순,강경성지성당,충남 논산시 강경읍 옥녀봉로27번길 13-3,36.160830,127.016687,https://kdramamap.com/location/%ea%b8%b8%eb%b3%b5%ec%88%9c-%ea%b0%95%ea%b2%bd%ec%84%b1%ec%a7%80%ec%84%b1%eb%8b%b9-3195/,,,,,강경성지성당이 촬영지라는 목록은 확인되지만 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_08322,뷰티인사이드(영화),인천아트플랫폼,인천 제물포구 제물량로218번길 3,37.472789,126.620609,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%98%81%ed%99%94-%ec%9d%b8%ec%b2%9c%ec%95%84%ed%8a%b8%ed%94%8c%eb%9e%ab%ed%8f%bc-1077/,,,,,"인천아트플랫폼에서 영화가 촬영됐다는 공공기관 자료는 확인했지만, 이 주소에서 찍은 구체적인 장면을 설명하는 출처를 찾지 못했다.",,unresolved,촬영 사실과 장면 설명을 구분해 보류.
st_08323,뷰티인사이드(영화),카페발로,인천 부평구 백범로578번길 47,37.476400,126.691086,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%98%81%ed%99%94-%ec%b9%b4%ed%8e%98%eb%b0%9c%eb%a1%9c-1078/,,가구점 직원 이수가 손님으로 찾아온 우진을 처음 만나 대화를 나누는 장면.,https://www.incheon.go.kr/goodmorning/GOOD020102/view?curPage=&nttNo=1924908&srchCategoryCode=&srchKey=&srchPblicteIssnoCode=&srchWord=,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%b9%b4%ed%8e%98%eb%b0%9c%eb%a1%9c-1662/,인천광역시가 카페 발로르를 이수의 가구점이자 이수와 손님 우진이 처음 만나는 주 촬영지로 설명한다.,B+D,verified,공식 자료의 장소 표기는 ‘카페 발로르’이며 마스터에는 ‘카페발로’로 적혀 있다.
st_08324,뷰티인사이드(영화),도산대로16길,서울 강남구 논현로145길 40,37.516803,127.025621,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%98%81%ed%99%94-%eb%8f%84%ec%82%b0%eb%8c%80%eb%a1%9c16%ea%b8%b8-1079/,,,,,도산대로16길이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_08325,뷰티인사이드(영화),답십리고미술상가,서울 동대문구 고미술로 99,37.564116,127.057986,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%98%81%ed%99%94-%eb%8b%b5%ec%8b%ad%eb%a6%ac%ea%b3%a0%eb%af%b8%ec%88%a0%ec%83%81%ea%b0%80-1080/,,,,,답십리고미술상가가 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_08326,뷰티인사이드(영화),버들골이야기,서울 마포구 독막로 84,37.547589,126.922628,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%98%81%ed%99%94-%eb%b2%84%eb%93%a4%ea%b3%a8%ec%9d%b4%ec%95%bc%ea%b8%b0-1081/,,,,,버들골이야기가 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_08327,뷰티인사이드(영화),월드컵파크3단지난지천공원,서울 마포구 상암동 1731-9,37.573684,126.886743,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%98%81%ed%99%94-%ec%9b%94%eb%93%9c%ec%bb%b5%ed%8c%8c%ed%81%ac3%eb%8b%a8%ec%a7%80%eb%82%9c%ec%a7%80%ec%b2%9c%ea%b3%b5%ec%9b%90-1082/,,,,,월드컵파크3단지·난지천공원이 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_08328,뷰티인사이드(영화),수협앞 횡단보도,서울 영등포구 국제금융로6길 26,37.521955,126.926974,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%98%81%ed%99%94-%ec%88%98%ed%98%91%ec%95%9e-%ed%9a%a1%eb%8b%a8%eb%b3%b4%eb%8f%84-1083/,,,,,수협 앞 횡단보도가 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_08329,뷰티인사이드(영화),쌩띠아,서울 중구 소공로 지하 58,37.560667,126.981848,https://kdramamap.com/location/%eb%b7%b0%ed%8b%b0%ec%9d%b8%ec%82%ac%ec%9d%b4%eb%93%9c-%ec%98%81%ed%99%94-%ec%8c%a9%eb%9d%a0%ec%95%84-1084/,,,,,쌩띠아가 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_14429,유열의음악앨범,제일기름집,인천 제물포구 화도로 24,37.480841,126.630138,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ec%a0%9c%ec%9d%bc%ea%b8%b0%eb%a6%84%ec%a7%91-1946/,,,,,제일기름집이 촬영 협조 장소라는 자료는 확인했지만 이 장소의 구체적인 장면을 설명하는 출처를 찾지 못했다.,,unresolved,촬영 사실과 장면 설명을 구분해 보류.
st_14430,유열의음악앨범,강북경찰서,서울 강북구 오패산로 406,37.637170,127.027042,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ea%b0%95%eb%b6%81%ea%b2%bd%ec%b0%b0%ec%84%9c-1947/,,1990년대 경찰서 공간이 등장하는 장면.,https://smartsmpa.tistory.com/8194,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ea%b0%95%eb%b6%81%ea%b2%bd%ec%b0%b0%ec%84%9c-2057/,서울경찰 공식 자료가 강북경찰서를 1990년대 분위기로 재현해 영화의 경찰서 장면을 촬영했다고 설명한다.,B+D,verified,인물의 세부 행동은 공식 자료에 없어 공간·시대 정보까지만 기술했다.
st_14431,유열의음악앨범,교보문고,서울 서초구 서초동 1303-22,37.503776,127.024071,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ea%b5%90%eb%b3%b4%eb%ac%b8%ea%b3%a0-1948/,,미수가 기획한 책이 판매 6위에 오른 것을 종우가 축하하며 하이파이브를 요구하는 장면.,https://weekly.khan.co.kr/article/201908231602111,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ea%b5%90%eb%b3%b4%eb%ac%b8%ea%b3%a0-2058/,주간경향이 강남 교보문고 앞을 지나던 종우가 책의 판매 순위를 말하며 미수에게 하이파이브를 요구하는 장면을 설명한다.,C+D,verified,
st_14432,유열의음악앨범,양화대교,서울 영등포구 당산동 1,37.542532,126.901991,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ec%96%91%ed%99%94%eb%8c%80%ea%b5%90-1949/,,,,,양화대교가 촬영지라는 기존 목록 외에 구체적인 장면을 설명하는 독립 출처를 찾지 못했다.,,unresolved,장면 추측 방지를 위해 보류.
st_14433,유열의음악앨범,KBS본관,서울 영등포구 여의도동 2-11,37.525698,126.924241,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-kbs%eb%b3%b8%ea%b4%80-1950/,,"라디오에서 자신의 이름을 들은 미수가 방송국으로 달려와, 스튜디오 부스 밖의 현우와 마주 보며 웃는 마지막 장면.",https://mimilife87.tistory.com/entry/%EC%84%9C%EB%A1%9C%EC%9D%98-%EC%A3%BC%ED%8C%8C%EC%88%98%EB%A5%BC-%EB%A7%9E%EC%B6%9C-%EC%88%98-%EC%9E%88%EC%9D%84%EA%B9%8C-%EC%98%81%ED%99%94-%EC%9C%A0%EC%97%B4%EC%9D%98-%EC%9D%8C%EC%95%85%EC%95%A8%EB%B2%94,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-kbs%eb%b3%b8%ea%b4%80-2060/,영화 해설이 마지막 라디오 방송과 미수의 방송국 도착 장면을 설명하고 기존 장소 출처가 KBS 본관 주소를 연결한다.,D+D,verified,장면 설명 출처의 품질이 낮아 후속 영상 대조 대상으로 표시.
st_14434,유열의음악앨범,중앙고앞,서울 종로구 계동 1-3,37.583040,126.986916,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ec%a4%91%ec%95%99%ea%b3%a0%ec%95%9e-1951/,,현우가 미수를 태운 종우의 차를 따라 달리며 중앙고 앞 계동길을 지나는 장면.,https://photohistory.tistory.com/18820,https://kdramamap.com/location/%ec%9c%a0%ec%97%b4%ec%9d%98%ec%9d%8c%ec%95%85%ec%95%a8%eb%b2%94-%ec%a4%91%ec%95%99%ea%b3%a0%ec%95%9e-2061/,장면별 촬영지 답사 기록이 김영사에서 시작된 차량 추격 동선과 중앙고 앞 계동길 통과를 설명한다.,D+D,verified,단일 장면별 답사 자료에 의존하므로 후속 영상 대조 대상.
